test_year,stock_name,return
2007,台塑化       ,-24.6554
2007,南亞         ,-53.9737
2007,中華電       ,7.3156
2007,台塑         ,-47.2128
2007,中鋼         ,-40.6511
2007,友達         ,-55.4305
2007,台化         ,-46.379
2007,聯發科       ,-42.2294
2007,宏達電       ,-24.3114
2007,奇美電       ,-74.6757
2007,聯電         ,-59.2277
2007,台達電       ,-36.6803
2007,台灣大       ,-5.9746
2007,日月光       ,-59.9225
2007,遠東新       ,-40.4734
2007,宏碁         ,-26.7681
2007,台泥         ,-36.4914
2007,南電         ,-65.7842
2007,力晶         ,-71.6667
2007,華映         ,-68.4608
2007,可成         ,-66.5847
2007,聯強         ,-52.1427
2007,晶電         ,-77.5382
2007,南科         ,-66.991
2007,台肥         ,-32.4096
2007,統一超       ,-4.9233
2007,裕民         ,-50.3668
2007,彩晶         ,-65.316
2007,大同         ,-61.3333
2007,正新         ,-37.0489
2007,茂迪         ,-67.6158
2007,萬海         ,-44.4226
2007,茂德         ,-72.069
2007,勝華         ,-85.2414
2007,東鋼         ,-57.8888
2007,健鼎         ,-69.5903
2007,神達         ,-58.7019
2007,和泰         ,-37.36
2007,旺宏         ,-36.6838
2007,遠百         ,-48.1155
2007,億光         ,-60.7779
2007,友訊         ,-63.1375
2007,立錡         ,-48.1553
2007,華邦電       ,-65.6285
2007,伍豐         ,-70.3663
2007,東聯         ,-61.5046
2007,統寶         ,-72.6064
2007,中光電       ,-55.196
2007,新普         ,-43.2102
2007,長興         ,-46.3247
2007,台橡         ,-36.786
2007,大聯大       ,-55.6668
2007,國巨         ,-62.4309
2007,微星         ,-37.2134
2007,創意         ,-42.9186
2007,中保         ,0.83672
2007,佳能         ,-55.0595
2007,榮化         ,-38.7348
2007,南港         ,-54.4705
2007,統一實       ,-24.8916
2007,致茂         ,-63.959
2007,環電         ,-53.0774
2007,京元電       ,-49.9649
2007,益通         ,-54.537
2007,華擎         ,-67.8587
2007,超豐         ,-44.1415
2007,帝寶         ,-59.5373
2007,揚智         ,-65.1213
2007,光洋科       ,-41.5895
2007,精英         ,-52.1592
2007,信義         ,-56.2835
2007,大成鋼       ,-62.9313
2007,鄉林         ,-69.5939
2007,光磊         ,-63.7035
2007,台聚         ,-47.7064
2007,榮運         ,22.9805
2007,興富發       ,-43.014
2007,美律         ,-74.6873
2007,裕日車       ,-54.6834
2007,大成         ,-23.3645
2007,金像電       ,-73.8725
2007,喬山         ,-72.4171
2007,聯成         ,-39.8427
2007,嘉泥         ,-35.0369
2007,中鼎         ,9.6438
2007,晶豪科       ,-63.9703
2007,晶技         ,-57.8563
2007,華立         ,-62.4723
2007,精成科       ,-72.823
2008,台積電       ,54.3008
2008,中華電       ,11.8788
2008,南亞         ,73.3456
2008,宏達電       ,25.2444
2008,友達         ,63.2997
2008,廣達         ,114.1784
2008,遠傳         ,9.8527
2008,統一         ,44.5084
2008,遠東新       ,98.8072
2008,台泥         ,30.6557
2008,統一超       ,12.984
2008,日月光       ,150.2901
2008,仁寶         ,170.7947
2008,台勝科       ,41.267
2008,光寶科       ,134.0591
2008,長榮         ,15.534
2008,寶成         ,86.0428
2008,緯創         ,178.1405
2008,台玻         ,45.6747
2008,可成         ,82.5802
2008,長榮航       ,13.1621
2008,福懋         ,63.11
2008,和泰         ,57.7246
2008,旺宏         ,130.3935
2008,大立光       ,116.2898
2008,陽明         ,21.7435
2008,研華         ,61.2274
2008,遠百         ,105.2724
2008,晶華         ,41.8487
2008,華新         ,87.8931
2008,榮運         ,58.9468
2008,東鋼         ,77.5412
2008,東元         ,43.5897
2008,神達         ,42.9188
2008,群光         ,165.6756
2008,新興         ,51.3503
2008,遠雄         ,208.7081
2008,台航         ,24.0699
2008,士電         ,30.9665
2008,藍天         ,114.6475
2008,正崴         ,120.8022
2008,欣興         ,248.0769
2008,統一實       ,34.873
2008,長興         ,125.6584
2008,中鼎         ,53.1234
2008,中橡         ,14.146
2008,原相         ,145.6974
2008,景碩         ,186.9535
2008,潤泰全       ,206.6955
2008,潤泰新       ,148.2227
2008,中航         ,89.9723
2008,友訊         ,70.384
2008,佳世達       ,208.4615
2008,國賓         ,18.2037
2008,中光電       ,189.397
2008,台船         ,72.2884
2008,大聯大       ,270.3226
2008,四維航       ,48.1376
2008,中碳         ,85.7531
2008,建興電       ,153.7697
2008,永豐餘       ,97.1429
2008,大成         ,51.8293
2008,英華達       ,82.5237
2008,昱晶         ,85.2072
2008,華寶         ,156.2829
2008,全家         ,29.4605
2008,廣宇         ,163.6364
2008,合晶         ,49.2576
2008,光洋科       ,107.8596
2008,亞光         ,89.4625
2008,中工         ,36.8504
2008,益通         ,19.344
2008,福懋科       ,130.358
2008,義隆         ,150.4505
2008,嘉泥         ,41.9303
2008,京元電       ,113.4831
2008,聯華         ,42.8571
2008,伍豐         ,41.6411
2008,美利達       ,51.8255
2008,環電         ,162.3377
2008,明泰         ,56.3413
2008,鈊象         ,127.2136
2008,瑞儀         ,142.8329
2008,興富發       ,275.7443
2008,群聯         ,368.4311
2008,陞泰         ,40.3226
2008,網龍         ,355.3265
2008,華固         ,149.5091
2008,神腦         ,63.7755
2008,環泥         ,37.2358
2008,精英         ,158.5841
2008,神基         ,122.128
2008,豐泰         ,100.7716
2008,建大         ,184.5563
2008,震旦行       ,72.298
2008,技嘉         ,178.5441
2008,建漢         ,125.9091
2008,中興電       ,39.707
2008,致新         ,125.9475
2008,特力         ,23.0126
2008,順達科       ,118.7886
2008,大榮         ,67.9641
2008,宏普         ,127.7565
2008,帝寶         ,114.7395
2008,中聯資       ,48.2353
