指標,前10支股票策略,所有選中股票策略
total_return,11496.118644108183,139.66836189679213
annual_return,54.05109384107787,8.270480539161994
volatility,57.041739154929914,40.06768923833131
sharpe_ratio,1.1470035732721693,0.39868223557480065
max_drawdown,33.69847000000001,49.55379218750001
win_rate,81.81818181818183,72.72727272727273
profit_factor,14.136934005374895,2.779059810327677
total_trades,11.0,11.0
winning_trades,9.0,8.0
losing_trades,2.0,3.0
