指標,前10支股票策略,所有選中股票策略
total_return,581.5977678772824,59.90669088429169
annual_return,19.062579469174356,4.359822209334219
volatility,47.92976815976329,39.0570388226068
sharpe_ratio,0.5799173964494643,0.30015193553395414
max_drawdown,45.81411,58.47564999999999
win_rate,72.72727272727273,72.72727272727273
profit_factor,4.629876793667325,2.260874550490363
total_trades,11.0,11.0
winning_trades,8.0,8.0
losing_trades,3.0,3.0
