證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,prediction_proba,訓練年份,測試年份,使用模型,特徵選擇方法,排名
1704,榮化         ,200712,20801,29.56,0.519716157920878,1.569,0.35321,0.035383,0.08007,0.04788,0.025657,1.263,152.56,113.85,9.72,13.7,14.04,-46.35,-38.7348,1,2007,0.2574449996980716,2006,2007,GradientBoosting,mutual_info,7
2101,南港         ,200712,20783,30.31,0.0590305556644841,1.6157,1.699,0.12704,0.20541,0.14052,0.21595,0.61695,119.3,52.47,4.51,9.01,4.69,50.07,-54.4705,-1,2007,0.2574449996980716,2006,2007,GradientBoosting,mutual_info,8
9945,潤泰新       ,200712,20539,25.07,0.890036233228213,1.9586,1.0283,0.047226,0.10908,0.048378,0.063169,1.3098,134.45,30.81,1.58,14.17,-55.79,-23.91,-32.6685,1,2007,0.2574449996980716,2006,2007,GradientBoosting,mutual_info,9
9921,巨大         ,200712,20341,51.37,0.330202242514021,1.8789,0.43501,0.085249,0.23042,0.069595,0.054788,1.7029,142.9,86.97,4.33,5.2,54.11,80.23,9.7722,1,2007,0.2574449996980716,2006,2007,GradientBoosting,mutual_info,10
2454,聯發科       ,200812,236630,201.29,0.444542162873471,2.6278,2.3723,0.19369,0.23471,0.23297,0.21227,0.21179,413.33,370.01,5.35,14.45,-33.95,-42.58,161.7616,1,2008,0.974902899306485,2007,2008,RandomForest,f_classif,1
9930,中聯資       ,200812,6846,26.35,0.804520877458731,1.5873,1.1864,0.21757,0.26384,0.18342,0.20096,0.21266,190.07,159.85,29.69,9.26,21.35,45.65,48.2353,-1,2008,0.9715285102546767,2007,2008,RandomForest,f_classif,2
1704,榮化         ,200812,14504,18.11,0.796245350725845,0.795,0.2524,0.051252,0.11457,0.018319,0.038452,1.2355,140.33,103.4,11.16,16.21,-60.63,-1.5,99.0613,-1,2008,0.9648888888888889,2007,2008,RandomForest,f_classif,3
3227,原相         ,200812,14219,106.68,0.0923984579238296,2.6032,2.7221,0.21285,0.26502,0.27141,0.28298,0.24511,459.86,431.73,6.04,13.18,-17.72,-15.94,145.6974,1,2008,0.9532047096350502,2007,2008,RandomForest,f_classif,4
3019,亞光         ,200812,9891,37.58,0.501701052364218,0.63149,0.29762,0.042488,0.062826,0.02981,0.031912,0.47866,192.34,148.31,11.91,7.54,-59.63,-51.63,89.4625,-1,2008,0.9449367357788411,2007,2008,RandomForest,f_classif,5
2308,台達電       ,200812,138750,57.26,0.691191332858144,2.1446,0.87714,0.087199,0.14122,0.078047,0.071863,0.61951,219.94,190.07,12.17,5.26,-29.17,-28.49,68.2676,-1,2008,0.9446351431136596,2007,2008,RandomForest,f_classif,6
1304,台聚         ,200812,7660,8.55,0.137303658445877,0.62637,0.11875,0.0017301,0.0037042,-0.010359,0.0014123,1.141,178.11,126.15,7.45,8.32,-121.58,-142.97,104.5614,1,2008,0.9415853582262251,2007,2008,RandomForest,f_classif,7
2344,華邦電       ,200812,11517,3.09,0.2671940572742,0.29457,0.43954,-0.097407,-0.19252,-0.2864,-0.28718,0.97651,107.31,70.33,5.4,8.19,-42.33,-26.67,216.1812,1,2008,0.9201855365802235,2007,2008,RandomForest,f_classif,8
3059,華晶科       ,200812,9523,25.17,0.837840690870234,0.89573,0.30531,0.10102,0.19188,0.074404,0.065447,0.89945,199.88,163.15,9.39,4.21,10.19,2.33,159.0385,1,2008,0.9187377368151561,2007,2008,RandomForest,f_classif,9
8299,群聯         ,200812,8151,47.23,0.000658667586112327,1.1307,0.31565,0.075228,0.10524,0.021632,0.029379,0.39899,288.45,188.13,12.08,11.08,-74.26,-60.28,368.4311,1,2008,0.9165078983868766,2007,2008,RandomForest,f_classif,10
