證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,訓練年份,測試年份,使用模型,特徵選擇方法
9941,裕融         ,200012,5623,12.15,0.0567046890682912,0.65463,0.87789,0.042771,0.23174,0.37909,0.3108,4.4181,116.47,110.34,2.75,0.15,34.72,42.75,34.321,1,2000,1999,2000,NaiveBayes,random_forest
1319,東陽         ,200012,5586,9.03,0.521885673661279,0.80553,0.55297,-0.0094159,-0.022364,-0.0056423,-0.016097,1.3751,81.62,55.87,9.08,3.65,-125.89,-226.38,1.4396,-1,2000,1999,2000,NaiveBayes,random_forest
1704,榮化         ,200012,5576,5.61,0.335848974676925,0.39872,0.25581,0.033401,0.059723,0.04542,0.040025,0.78804,146.43,98.35,9.52,16.23,12.17,-17.76,-25.3119,-1,2000,1999,2000,NaiveBayes,random_forest
1440,南紡         ,200012,5554,3.03,0.175669029675661,0.24201,0.38306,0.000474,0.00078262,-0.0026094,0.0012381,0.65108,194.91,62.06,2.28,8.0,-110.85,-91.76,-5.2805,-1,2000,1999,2000,NaiveBayes,random_forest
5471,松翰         ,200012,5453,22.64,0.208946673993135,1.0996,0.64538,0.38144,0.46945,0.30585,0.27551,0.23071,475.87,395.26,42.42,7.96,71.16,76.47,76.7668,1,2000,1999,2000,NaiveBayes,random_forest
1527,鑽全         ,200012,5380,17.57,0.905153559004464,1.1469,1.0452,0.24643,0.28374,0.29813,0.25863,0.15137,452.32,394.95,8.96,6.31,0.59,14.19,8.2527,-1,2000,1999,2000,NaiveBayes,random_forest
2608,大榮         ,200012,5254,9.16,0.675391177336247,0.72069,1.0481,0.021328,0.033344,0.070932,0.048483,0.56339,70.59,67.45,0.0,6.31,-46.53,517.61,-31.3319,-1,2000,1999,2000,NaiveBayes,random_forest
2015,豐興         ,200012,5221,4.6,0.468468199903997,0.38079,0.25205,0.031114,0.051015,0.063656,0.033771,0.63965,105.0,29.07,4.84,15.24,6.17,-12.1,-19.5652,-1,2000,1999,2000,NaiveBayes,random_forest
3046,建碁         ,200012,5197,29.19,0.912132474239623,1.4825,0.20934,0.13606,0.29682,0.047752,0.044545,1.1816,149.49,80.21,9.02,11.4,15.9,31.9,238.335,1,2000,1999,2000,NaiveBayes,random_forest
1304,台聚         ,200012,5168,3.99,0.104011574779379,0.32571,0.52988,-0.0040075,-0.0078344,-0.018572,-0.013764,0.95493,93.77,49.63,8.69,11.35,-128.19,-114.48,2.2556,-1,2000,1999,2000,NaiveBayes,random_forest
2913,農林         ,200012,5128,11.66,0.745546073701717,1.493,2.8439,-0.045969,-0.14667,-0.045339,-0.28285,2.1907,17.08,12.25,9.92,4.94,59.33,-11.91,5.9177,-1,2000,1999,2000,NaiveBayes,random_forest
1229,聯華         ,200012,5121,4.57,0.736267455596639,0.32228,1.9042,0.04834,0.063848,0.0089052,0.37781,0.32081,91.37,58.65,3.4,6.73,-68.77,17.92,-18.3807,-1,2000,1999,2000,NaiveBayes,random_forest
9945,潤泰新       ,200012,5050,5.36,0.561861425281637,0.52756,0.63059,-0.035424,-0.11015,-0.031039,-0.13268,2.1093,107.36,12.68,0.5,12.38,-143.73,36.72,-1.6791,-1,2000,1999,2000,NaiveBayes,random_forest
2457,飛宏         ,200012,5002,9.87,0.184194097515527,0.49375,0.21,0.12206,0.22837,0.093833,0.09713,0.87105,232.35,171.15,5.09,4.28,-7.76,8.56,155.9271,1,2000,1999,2000,NaiveBayes,random_forest
9943,好樂迪       ,200012,4950,19.27,0.299936990089789,1.3056,0.72553,0.1703,0.27147,0.17731,0.15259,0.59411,85.98,53.04,27.82,117.98,-10.05,-2.79,-31.7592,-1,2000,1999,2000,NaiveBayes,random_forest
1513,中興電       ,200012,4919,4.82,0.134122932828682,0.41732,0.30997,-0.032724,-0.088945,-0.049461,-0.064658,1.718,146.57,73.62,1.87,4.3,-148.87,-176.61,1.4523,-1,2000,1999,2000,NaiveBayes,random_forest
2422,國聯         ,200012,4903,16.12,0.212601533358843,1.0515,2.5547,0.058952,0.086782,0.12665,0.21106,0.47208,151.43,71.62,1.53,4.74,-29.54,-9.45,14.9504,-1,2000,1999,2000,NaiveBayes,random_forest
1103,嘉泥         ,200012,4897,6.15,0.894941675440814,0.39072,0.50659,-0.010952,-0.033396,0.11651,-0.063086,2.0493,131.27,97.31,1.6,2.49,-4.33,-192.14,5.6911,-1,2000,1999,2000,NaiveBayes,random_forest
2444,友旺         ,200012,4837,45.72,0.0714528127870445,1.9974,1.0844,0.1518,0.20734,0.11901,0.11255,0.3659,240.39,119.5,4.55,9.14,7.36,15.93,70.5818,1,2000,1999,2000,NaiveBayes,random_forest
2340,光磊         ,200012,4813,15.95,0.242486558936719,0.89156,1.275,0.079764,0.10778,0.16368,0.15405,0.35123,231.89,154.09,2.49,2.6,93.37,121.71,46.7712,1,2000,1999,2000,NaiveBayes,random_forest
2418,雅新         ,200012,4788,5.61,0.0537543922087138,0.26045,0.1865,0.069962,0.14926,0.13297,0.10689,1.1335,128.4,65.95,3.43,3.73,81.98,43.21,177.3619,1,2000,1999,2000,NaiveBayes,random_forest
6183,關貿         ,200012,4754,16.59,0.441722057064424,1.529,4.7948,0.02706,0.029967,0.42121,0.093941,0.10743,727.86,652.32,55.57,6.23,14.38,-68.93,-22.4834,-1,2000,1999,2000,NaiveBayes,random_forest
2506,太設         ,200012,4745,8.18,0.0132832004672525,0.69736,0.59361,-0.0058819,-0.019163,0.057798,-0.016494,2.2581,124.38,28.38,0.65,3.53,7.79,-491.65,-1.956,-1,2000,1999,2000,NaiveBayes,random_forest
2477,美隆電       ,200012,4704,13.06,0.897191350973572,0.56981,0.30127,0.15139,0.25875,0.19796,0.13903,0.70918,208.25,159.77,6.82,5.14,25.36,26.69,54.0582,1,2000,1999,2000,NaiveBayes,random_forest
1109,信大         ,200012,4627,7.3,0.30736689958792,0.573,1.7096,0.02516,0.029402,0.045508,0.089793,0.16858,302.45,257.98,5.51,2.86,-68.32,-42.68,-5.0685,-1,2000,1999,2000,NaiveBayes,random_forest
5801,第一金投     ,200012,4590,36.82,0.101669393624755,2.157,4.2864,0.22127,0.24086,0.54685,0.47855,0.088559,742.71,741.78,0.0,19.23,28.84,32.59,-4.1282,-1,2000,1999,2000,NaiveBayes,random_forest
2485,兆赫         ,200012,4545,14.31,0.332092833452499,0.82053,0.49757,0.14629,0.2163,0.13132,0.13115,0.47861,150.21,73.16,5.75,9.88,-11.27,7.24,44.9336,1,2000,1999,2000,NaiveBayes,random_forest
2023,燁輝         ,200012,4478,2.4,0.297346815887922,0.18005,0.07335,0.035424,0.068859,0.052507,0.028047,0.94386,99.82,57.54,10.96,12.46,-13.17,-21.86,-30.4167,-1,2000,1999,2000,NaiveBayes,random_forest
2359,所羅門       ,200012,4477,14.95,0.0620452213196326,0.76706,0.31139,0.045883,0.11293,-0.0041517,0.045851,1.4611,105.48,65.87,7.94,5.1,-128.34,32.85,37.4582,1,2000,1999,2000,NaiveBayes,random_forest
1710,東聯         ,200012,4446,3.47,0.298243971887764,0.3243,0.3581,0.047871,0.0725,0.086658,0.080101,0.51449,102.01,76.4,14.16,6.66,-4.24,-18.41,23.0548,-1,2000,1999,2000,NaiveBayes,random_forest
2336,D 致伸       ,200012,4399,8.66,0.0463512648981808,0.54329,0.24136,0.058586,0.12581,0.062369,0.056137,1.1475,193.49,159.95,7.53,3.56,-12.25,420.05,13.2794,-1,2000,1999,2000,NaiveBayes,random_forest
2029,盛餘         ,200012,4277,6.67,0.505428142457703,0.36408,0.24053,0.064449,0.085547,0.050235,0.056515,0.32737,150.05,55.78,6.72,15.71,-22.74,-23.65,-11.0945,-1,2000,1999,2000,NaiveBayes,random_forest
1531,高林股       ,200012,4249,15.64,0.761425886690113,0.7512,0.52589,0.12011,0.16212,0.13993,0.11353,0.34977,323.26,184.84,3.03,4.16,48.62,54.55,-25.3836,-1,2000,1999,2000,NaiveBayes,random_forest
2366,亞旭         ,200012,4247,9.1,0.631069999213594,0.47669,0.23393,0.022982,0.050255,0.0091748,0.024668,1.1867,113.27,52.6,3.95,5.55,-35.05,-13.04,162.3077,1,2000,1999,2000,NaiveBayes,random_forest
2430,燦坤         ,200012,4240,8.34,0.0898916507760917,0.38629,0.085398,0.036773,0.083178,0.054571,0.027234,1.2619,108.51,52.89,5.89,12.2,-2.02,20.86,157.7938,1,2000,1999,2000,NaiveBayes,random_forest
3040,遠見         ,200012,4224,25.43,0.0808624231303137,1.2595,0.64889,0.18403,0.43716,0.14915,0.22517,1.3755,138.41,61.67,2.19,5.39,18.5,136.56,40.464,1,2000,1999,2000,NaiveBayes,random_forest
1473,台南         ,200012,4220,16.89,0.777240536548943,0.66891,0.31892,0.11299,0.17757,0.11395,0.084679,0.5715,199.24,91.23,4.59,10.25,32.63,36.59,13.1439,-1,2000,1999,2000,NaiveBayes,random_forest
2439,美律         ,200012,4200,20.0,0.533771951767,0.89047,0.93941,0.12877,0.16735,0.18331,0.17655,0.29962,336.23,273.06,4.37,4.6,412.74,332.11,42.25,1,2000,1999,2000,NaiveBayes,random_forest
1311,福聚         ,200012,4104,8.87,0.109154212042459,0.61512,0.33184,0.020041,0.025595,0.015891,0.013808,0.27713,254.1,111.13,7.22,21.51,-82.8,-82.16,52.3112,1,2000,1999,2000,NaiveBayes,random_forest
5305,敦南         ,200012,4072,7.26,0.825808857855598,0.53304,0.6055,0.054242,0.086065,0.10379,0.097786,0.58668,152.3,100.17,4.52,6.46,424.22,419.26,79.0634,1,2000,1999,2000,NaiveBayes,random_forest
1409,新纖         ,200012,4058,2.88,0.338097718802172,0.34532,0.26941,-0.045608,-0.092199,-0.048714,-0.072301,1.0215,73.8,37.14,6.34,9.47,-26.71,-348.68,-19.7917,-1,2000,1999,2000,NaiveBayes,random_forest
2534,宏盛         ,200012,4030,4.33,0.293973053026484,0.24123,0.73266,-0.025549,-0.073907,-0.062183,-0.22431,1.8928,138.22,3.01,0.15,40.45,-117.53,-170.31,-12.4711,-1,2000,1999,2000,NaiveBayes,random_forest
5607,遠雄港       ,200012,4024,23.54,0.746313427703679,1.6003,2.3658,0.14179,0.23141,0.36761,0.34213,0.63203,108.43,107.2,0.0,22.9,39.88,57.8,-52.2515,-1,2000,1999,2000,NaiveBayes,random_forest
3041,揚智         ,200012,4018,17.77,0.0103366183433964,1.0744,0.79829,-0.11025,-0.2417,-0.13644,-0.18255,1.1924,84.72,35.1,2.44,4.67,-209.23,-271.42,135.9595,1,2000,1999,2000,NaiveBayes,random_forest
2489,瑞軒         ,200012,3941,5.67,0.0484473392532221,0.23305,0.095086,0.0873,0.12361,0.035728,0.050436,0.41589,240.29,203.55,19.23,5.19,55.03,101.53,225.7496,1,2000,1999,2000,NaiveBayes,random_forest
2908,特力         ,200012,3922,7.2,0.667916121573624,0.47244,0.13358,0.0713,0.13574,0.033283,0.039694,0.90384,163.61,123.72,26.87,17.63,34.61,6.59,63.6111,1,2000,1999,2000,NaiveBayes,random_forest
1210,大成         ,200012,3897,4.32,0.60346798383077,0.38468,0.084623,0.041025,0.084184,0.032389,0.02276,1.052,123.35,75.25,12.96,9.66,10.82,4.05,11.3426,-1,2000,1999,2000,NaiveBayes,random_forest
1201,味全         ,200012,3820,7.43,0.526102465795561,0.93225,0.21048,0.00022077,0.0009082,0.024584,0.00020503,3.1138,62.36,38.5,8.83,9.87,173.02,99.93,-14.5357,-1,2000,1999,2000,NaiveBayes,random_forest
2370,匯僑工業     ,200012,3818,17.13,0.729709448223228,0.99767,0.9602,0.13019,0.18618,0.20699,0.17926,0.43002,221.11,130.29,3.13,3.84,159.86,133.64,-1.4594,-1,2000,1999,2000,NaiveBayes,random_forest
2341,英群         ,200012,3814,51.62,0.707253485315422,2.7813,1.3239,0.046187,0.096995,0.047455,0.046178,1.1,183.45,78.36,5.09,5.36,2874.86,347.67,61.1197,1,2000,1999,2000,NaiveBayes,random_forest
5349,先豐         ,200012,3809,17.63,0.781377051799277,0.94582,1.1345,0.05528,0.07831,0.051664,0.093947,0.4166,146.94,105.87,7.24,4.11,17.21,118.09,41.1231,1,2000,1999,2000,NaiveBayes,random_forest
1313,聯成         ,200012,3713,3.3,0.692531986386519,0.25761,0.32227,0.015067,0.025739,0.0062529,0.034605,0.70827,184.52,89.21,4.61,8.29,-82.43,-66.41,-4.5455,-1,2000,1999,2000,NaiveBayes,random_forest
2367,燿華         ,200012,3637,6.72,0.396520792581593,0.37542,0.30435,0.0033902,0.0064713,0.083131,0.0052468,0.90884,78.8,59.54,10.74,5.01,91.48,-88.19,19.0476,-1,2000,1999,2000,NaiveBayes,random_forest
2504,國產         ,200012,3596,2.39,0.0615906670539647,0.2115,0.25838,0.00020403,0.00038817,0.019964,0.00047424,0.90253,129.66,52.66,1.57,3.5,-30.46,100.95,-7.113,-1,2000,1999,2000,NaiveBayes,random_forest
5375,慧智         ,200012,3556,10.5,0.780175531491174,0.69767,0.7177,-0.046877,-0.069531,-0.043605,-0.071553,0.48325,253.51,199.85,5.36,3.83,-155.86,-185.63,35.2381,1,2000,1999,2000,NaiveBayes,random_forest
2338,光罩         ,200012,3477,4.72,0.337583864052045,0.34178,0.74214,0.073676,0.11499,0.21002,0.24978,0.56077,230.44,188.55,10.2,3.56,314.99,625.63,175.0,1,2000,1999,2000,NaiveBayes,random_forest
9801,力霸         ,200012,3458,8.72,0.607865907262946,0.8242,1.1474,-0.010064,-0.025892,-0.068415,-0.03603,1.5729,97.45,38.12,1.36,4.64,-79.26,-193.56,74.1972,1,2000,1999,2000,NaiveBayes,random_forest
2427,三商電       ,200012,3433,14.9,0.741254049502218,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,41.6107,1,2000,1999,2000,NaiveBayes,random_forest
2484,希華         ,200012,3403,29.7,0.1048132419735,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,-33.67,-1,2000,1999,2000,NaiveBayes,random_forest
2365,昆盈         ,200012,3401,6.26,0.127888379782995,0.31825,0.1664,0.083033,0.1252,0.07811,0.065489,0.50777,192.6,118.51,5.68,10.1,305.6,194.28,72.3642,1,2000,1999,2000,NaiveBayes,random_forest
2442,新美齊       ,200012,3383,41.3,0.549540107015198,2.3956,0.36565,0.040789,0.12447,0.022835,0.018994,2.0516,106.03,75.87,11.75,4.69,-15.11,4.23,70.6295,1,2000,1999,2000,NaiveBayes,random_forest
2328,廣宇         ,200012,3372,6.7,0.485229408584959,0.48306,0.26378,0.023097,0.029542,0.028071,0.017806,0.27903,321.54,202.87,5.2,5.34,1778.2,130.64,114.3284,1,2000,1999,2000,NaiveBayes,random_forest
1711,永光         ,200012,3369,6.51,0.890475679184438,0.49771,0.61765,0.020697,0.033136,0.07178,0.041132,0.60101,148.87,61.31,1.99,4.3,3.27,-28.34,-10.4455,-1,2000,1999,2000,NaiveBayes,random_forest
2106,建大         ,200012,3326,4.9,0.798960278812879,0.36136,0.25521,0.016105,0.035071,0.039763,0.024775,1.1776,120.11,67.75,4.45,5.16,-57.15,-62.47,-5.102,-1,2000,1999,2000,NaiveBayes,random_forest
5701,劍湖山       ,200012,3318,14.99,0.73434108369597,0.90138,3.9138,0.00061374,0.00088747,0.027044,0.003855,0.44599,52.84,40.63,44.11,70.97,-16.84,-98.11,-33.5557,-1,2000,1999,2000,NaiveBayes,random_forest
2614,東森         ,200012,3311,2.92,0.0513318861123711,0.33107,0.59109,-0.13571,-0.27507,0.11933,-0.52863,1.0269,44.84,33.4,9.67,19.49,746.66,-659.34,43.4932,1,2000,1999,2000,NaiveBayes,random_forest
2354,鴻準         ,200012,3278,7.57,0.0728852990989761,0.60032,0.038644,0.051193,0.27222,0.0072584,0.01752,4.3176,112.36,89.25,21.6,6.81,23.17,578.97,88.7715,1,2000,1999,2000,NaiveBayes,random_forest
2520,冠德         ,200012,3263,4.37,0.0885274596747204,0.27959,0.36326,0.030661,0.068316,0.11757,0.088752,1.2281,161.98,9.15,0.29,6.6,-8.04,-35.81,-8.4668,-1,2000,1999,2000,NaiveBayes,random_forest
2481,強茂         ,200012,3202,15.52,0.798350864113952,0.62229,0.5062,0.1003,0.17854,0.19916,0.14523,0.78015,147.38,82.7,2.9,4.33,61.18,56.28,15.2062,-1,2000,1999,2000,NaiveBayes,random_forest
1110,東泥         ,200012,3184,4.2,0.943008139570703,0.31461,1.7573,-0.030671,-0.037654,-0.014614,-0.21075,0.22767,285.67,157.12,2.05,3.47,-107.4,-266.8,4.2857,-1,2000,1999,2000,NaiveBayes,random_forest
2303,聯電         ,200112,680120,34.47,0.132082955713563,2.0604,6.2901,-0.0098452,-0.013792,-0.091844,-0.045223,0.40092,291.93,261.63,7.39,4.74,-113.49,-106.73,-52.0743,-1,2001,2000,2001,NaiveBayes,mutual_info
2317,鴻海         ,200112,283004,35.61,0.110353480642349,1.1323,0.40926,0.13101,0.23517,0.092146,0.084996,0.79496,148.93,108.43,8.95,5.6,35.58,24.78,-11.654,-1,2001,2000,2001,NaiveBayes,mutual_info
2454,聯發科       ,200112,185810,126.8,0.117492852151833,3.0234,2.5778,0.37529,0.51132,0.38457,0.43596,0.36245,336.2,319.9,9.58,7.55,61.75,101.5,-28.8091,-1,2001,2000,2001,NaiveBayes,mutual_info
3045,台灣大       ,200112,171756,25.09,0.640717922965926,1.593,1.5584,0.14978,0.27078,0.32117,0.2763,0.80783,162.58,143.5,16.51,11.21,24.67,15.77,-22.7581,-1,2001,2000,2001,NaiveBayes,mutual_info
1303,南亞         ,200112,155652,12.09,0.328814214756803,0.54459,0.48947,0.024185,0.054098,-0.0048434,0.05479,1.2368,113.79,57.93,4.71,5.58,-105.42,-84.83,22.4979,1,2001,2000,2001,NaiveBayes,mutual_info
2475,華映         ,200112,140823,26.35,0.653812022595774,2.5558,1.9025,-0.057144,-0.14451,-0.064051,-0.10847,1.5289,94.49,76.35,7.84,3.91,-136.51,-179.21,-64.592,-1,2001,2000,2001,NaiveBayes,mutual_info
1301,台塑         ,200112,136041,13.85,0.749131463103519,0.65207,0.85652,0.039154,0.074485,0.036999,0.097846,0.90233,142.95,78.54,5.73,16.11,-44.72,-48.01,54.4404,1,2001,2000,2001,NaiveBayes,mutual_info
2388,威盛         ,200112,134445,232.56,0.583185731454876,8.3745,6.5015,0.13942,0.2025,0.17681,0.1572,0.45238,287.68,226.81,5.89,7.12,-20.05,-18.62,-66.5162,-1,2001,2000,2001,NaiveBayes,mutual_info
2311,日月光       ,200112,105781,16.54,0.234826914747904,1.2832,1.4029,-0.020148,-0.039606,-0.012044,-0.055834,0.96578,139.4,110.48,10.96,4.68,-104.68,-139.94,-37.243,-1,2001,2000,2001,NaiveBayes,mutual_info
5387,茂德         ,200112,101692,24.63,0.734957541696052,2.3615,8.1556,-0.089701,-0.17881,-0.44875,-0.61847,0.99345,100.11,53.42,8.53,4.0,-151.57,-192.4,-69.1433,-1,2001,2000,2001,NaiveBayes,mutual_info
2324,仁寶         ,200112,92900,16.92,0.866930291751916,0.87082,0.44154,0.084284,0.13736,0.053393,0.06964,0.62976,153.21,121.04,10.13,5.42,-19.88,-11.87,0.0,1,2001,2000,2001,NaiveBayes,mutual_info
2337,旺宏         ,200112,90366,31.72,0.366436616319199,2.4704,4.9874,-0.012283,-0.020086,0.19927,-0.040564,0.63522,302.64,192.05,1.88,5.47,-65.91,-108.16,-55.8323,-1,2001,2000,2001,NaiveBayes,mutual_info
2308,台達電       ,200112,71962,24.42,0.369198804330018,1.0539,0.68022,0.067645,0.13005,0.058421,0.083943,0.92251,157.98,141.2,7.11,4.12,-44.89,-32.26,-19.8608,-1,2001,2000,2001,NaiveBayes,mutual_info
2349,錸德         ,200112,62651,28.06,0.597941635383889,0.73455,2.1735,0.025908,0.0412,0.075348,0.13213,0.59025,190.9,160.59,4.19,2.15,-64.28,-68.42,-49.8218,-1,2001,2000,2001,NaiveBayes,mutual_info
2363,矽統         ,200112,61606,97.68,0.789363943641905,5.7527,10.4807,-0.016781,-0.033275,-0.050571,-0.060873,0.98288,131.75,70.57,2.64,3.7,73.88,-168.85,-53.9107,-1,2001,2000,2001,NaiveBayes,mutual_info
2331,精英         ,200112,60011,77.93,0.367652918437877,2.4149,0.64817,0.10428,0.25741,0.08028,0.071362,1.4684,135.86,96.07,11.95,4.35,85.7,114.52,-57.5516,-1,2001,2000,2001,NaiveBayes,mutual_info
2377,微星         ,200112,59876,51.61,0.206027859505195,1.5406,0.50121,0.14902,0.29652,0.1006,0.096475,0.98984,142.47,85.88,6.57,7.37,85.05,77.18,-49.4284,-1,2001,2000,2001,NaiveBayes,mutual_info
2379,瑞昱         ,200112,59727,105.04,0.0866665473955323,4.9015,5.0573,0.23375,0.31323,0.33675,0.3232,0.34004,447.02,381.16,5.37,7.22,44.32,39.12,-29.2174,-1,2001,2000,2001,NaiveBayes,mutual_info
2325,矽品         ,200112,58251,15.72,0.20567452146476,1.1181,1.7623,-0.027797,-0.045427,-0.00042552,-0.071578,0.63422,205.7,174.61,9.98,4.25,-100.24,-137.22,-45.2926,-1,2001,2000,2001,NaiveBayes,mutual_info
2323,中環         ,200112,56504,19.99,0.388271631047802,1.0566,2.0998,0.049579,0.083585,0.18215,0.16671,0.6859,145.15,105.28,5.0,4.67,285.06,-29.81,-34.4172,-1,2001,2000,2001,NaiveBayes,mutual_info
2342,茂矽         ,200112,55063,106.88,0.551778531957228,13.6327,27.4051,-0.29199,-0.62346,-1.0027,-1.5654,1.1352,97.27,49.71,5.45,3.73,-5879.57,-805.95,-70.7148,-1,2001,2000,2001,NaiveBayes,mutual_info
2327,國巨         ,200112,52910,21.93,0.641940620399187,1.1217,2.5149,0.049771,0.084375,0.19743,0.18922,0.69527,139.49,61.85,1.82,3.6,-26.23,-26.77,-62.1523,-1,2001,2000,2001,NaiveBayes,mutual_info
2912,統一超       ,200112,51330,35.26,0.48448037239818,2.4503,0.34514,0.074715,0.17384,0.02905,0.026004,1.3267,87.88,53.28,21.76,182.7,-8.19,-3.12,-19.5689,-1,2001,2000,2001,NaiveBayes,mutual_info
2376,技嘉         ,200112,50024,48.89,0.151845525116267,1.4312,0.7986,0.14108,0.21926,0.1164,0.12236,0.55417,426.16,344.4,6.67,8.52,19.0,26.72,-45.7149,-1,2001,2000,2001,NaiveBayes,mutual_info
2356,英業達       ,200112,45337,9.98,0.781931966588002,0.6897,0.20178,0.095353,0.1535,0.002233,0.04637,0.60984,216.37,162.44,12.83,5.79,-90.18,-2.64,-15.9319,-1,2001,2000,2001,NaiveBayes,mutual_info
2371,大同         ,200112,44415,10.55,0.100606322362422,1.0876,0.32442,-0.047569,-0.14977,-0.046604,-0.063358,2.1484,92.92,70.01,8.26,5.46,-243.24,-264.4,-35.0711,-1,2001,2000,2001,NaiveBayes,mutual_info
1216,統一         ,200112,42682,7.31,0.294066333758628,0.57787,0.41652,0.028085,0.072873,0.0057729,0.052536,1.5947,86.76,64.35,9.4,12.91,-66.71,-12.31,-8.0711,1,2001,2000,2001,NaiveBayes,mutual_info
2313,華通         ,200112,42078,46.69,0.237373019705579,2.2556,1.986,0.030737,0.060202,0.075401,0.053008,0.95862,138.8,100.27,5.58,4.56,-62.87,-67.96,-62.0047,-1,2001,2000,2001,NaiveBayes,mutual_info
6116,彩晶         ,200112,42016,18.16,0.530872257027928,2.1166,2.4674,-0.14967,-0.3592,-0.36232,-0.41831,1.4,95.46,71.96,10.63,7.08,-254.02,-11521.32,-43.0066,-1,2001,2000,2001,NaiveBayes,mutual_info
1402,遠東新       ,200112,41645,6.79,0.0914987313394122,0.42411,0.2847,0.004516,0.010498,0.091331,0.0096335,1.3246,86.27,49.13,7.51,7.54,71.87,127.46,-3.0928,1,2001,2000,2001,NaiveBayes,mutual_info
9904,寶成         ,200112,39075,9.73,0.405315419880591,0.54116,0.61975,0.061539,0.12048,0.05357,0.14517,0.95771,158.51,115.39,8.63,6.83,21.9,42.57,23.6382,1,2001,2000,2001,NaiveBayes,mutual_info
2386,國電         ,200112,37723,102.1,0.104846247115757,3.316,1.2334,0.14507,0.24989,0.083833,0.092933,0.72255,173.93,128.01,9.3,5.49,75.54,75.19,-6.0823,1,2001,2000,2001,NaiveBayes,mutual_info
5347,世界         ,200112,34980,19.01,0.112283962156027,3.1215,4.5918,-0.30537,-0.64904,-0.51752,-0.95411,1.1254,102.16,77.55,6.47,4.15,-260.42,-437.73,-52.4987,-1,2001,2000,2001,NaiveBayes,mutual_info
8008,建興電       ,200112,34486,28.8,0.784427890743913,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,20.0347,1,2001,2000,2001,NaiveBayes,mutual_info
2345,智邦         ,200112,33861,54.31,0.291570317906931,2.1099,1.1763,0.079842,0.13218,0.079469,0.073696,0.65558,253.28,175.85,5.38,5.03,306.34,86.87,-50.3775,-1,2001,2000,2001,NaiveBayes,mutual_info
2301,光寶科       ,200112,32348,21.6,0.603533438750887,1.1386,0.28815,0.053459,0.14509,0.06167,0.04237,1.7141,146.6,104.8,5.49,7.71,17.2,-6.07,5.6481,1,2001,2000,2001,NaiveBayes,mutual_info
1605,華新         ,200112,31613,6.6,0.964422667215901,0.44474,0.60718,-0.024996,-0.037909,0.068748,-0.056484,0.51658,194.41,134.47,5.74,6.73,50.36,-119.89,1.8182,1,2001,2000,2001,NaiveBayes,mutual_info
2610,華航         ,200112,31025,12.22,0.432484993970361,0.66377,0.39331,0.012047,0.040007,0.04406,0.023703,2.3208,78.22,39.7,0.0,13.57,-30.39,-39.16,22.7496,1,2001,2000,2001,NaiveBayes,mutual_info
2204,中華         ,200112,28182,15.03,0.69475219461794,0.61447,0.31924,0.054172,0.098284,0.052016,0.054277,0.81427,157.69,114.13,4.6,12.81,-23.5,-8.02,191.9494,1,2001,2000,2001,NaiveBayes,mutual_info
2201,裕隆         ,200112,28138,10.92,0.758099275289454,0.51485,0.4569,0.046543,0.080312,0.077124,0.074534,0.72554,145.94,112.03,6.48,2.71,-11.03,-10.09,161.3553,1,2001,2000,2001,NaiveBayes,mutual_info
2347,聯強         ,200112,27121,14.99,0.432642326147101,0.57587,0.13077,0.055723,0.095334,0.02506,0.021824,0.71085,181.3,125.89,11.01,7.91,-26.75,-6.53,28.3522,1,2001,2000,2001,NaiveBayes,mutual_info
1802,台玻         ,200112,26400,11.09,0.655498039803537,0.54336,1.0345,0.074655,0.087891,0.18015,0.16919,0.17729,282.27,146.83,2.95,5.67,-30.83,-4.6,12.624,1,2001,2000,2001,NaiveBayes,mutual_info
2332,友訊         ,200112,25809,27.37,0.109755050723052,1.3152,0.70614,0.054077,0.10293,0.029897,0.055255,0.90331,229.64,154.41,4.12,5.71,26.88,15.42,-42.6745,-1,2001,2000,2001,NaiveBayes,mutual_info
2603,長榮         ,200112,25747,7.11,0.933759848385332,0.39787,0.26159,0.016467,0.046247,0.057986,0.030527,1.8084,75.51,69.78,0.0,5.05,-28.23,33.4,80.0281,1,2001,2000,2001,NaiveBayes,mutual_info
2343,精業         ,200112,24439,24.9,0.266178838907639,1.2023,1.7078,0.06141,0.085553,0.044848,0.1215,0.39313,391.0,333.09,7.39,6.11,-33.44,11.12,-49.7189,-1,2001,2000,2001,NaiveBayes,mutual_info
2394,普立爾       ,200112,24113,36.76,0.797830260211597,1.9522,1.0866,0.080295,0.15437,0.099426,0.088609,0.92254,266.6,189.32,6.37,8.64,26.81,19.2,-3.6181,1,2001,2000,2001,NaiveBayes,mutual_info
