證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,訓練年份,測試年份,使用模型,特徵選擇方法
2387,精元         ,200212,5843,12.55,0.240904997120111,1.0162,0.74437,0.1103,0.14701,0.2045,0.1242,0.33284,256.76,203.43,6.92,5.27,570.59,281.41,14.4223,-1,2002,2001,2002,NaiveBayes,random_forest
2398,博達         ,200212,5829,16.65,0.715045013296177,0.57732,0.8847,0.0066056,0.013381,0.070421,0.023961,1.0257,295.07,247.57,5.27,1.98,-57.89,-84.67,-12.6126,-1,2002,2001,2002,NaiveBayes,random_forest
5434,崇越         ,200212,5809,33.36,0.856182292006288,1.1146,0.52264,0.10877,0.19181,0.10493,0.089942,0.76335,203.1,124.14,9.13,3.83,17.17,32.32,26.259,-1,2002,2001,2002,NaiveBayes,random_forest
2374,佳能         ,200212,5788,13.9,0.281507695118553,1.0228,0.86282,0.01269,0.020354,-0.045386,0.017766,0.6039,136.32,105.96,11.48,5.58,-764.79,-88.59,21.7266,-1,2002,2001,2002,NaiveBayes,random_forest
5305,敦南         ,200212,5785,10.4,0.731050829723742,0.79632,0.6545,0.055875,0.089351,0.074056,0.073437,0.59911,126.41,91.39,7.0,5.46,148.28,165.23,40.8654,1,2002,2001,2002,NaiveBayes,random_forest
1704,榮化         ,200212,5771,6.11,0.137762892519516,0.38428,0.26257,0.031094,0.060467,0.049213,0.041694,0.94465,170.8,128.25,7.56,13.51,177.29,397.17,19.9673,-1,2002,2001,2002,NaiveBayes,random_forest
3005,神基         ,200212,5738,15.56,0.836722781749718,0.94075,0.1525,0.097781,0.19389,0.021213,0.03143,0.98292,176.25,118.86,11.97,8.12,2.93,20.15,-26.8638,-1,2002,2001,2002,NaiveBayes,random_forest
1229,聯華         ,200212,5720,5.48,0.13860171574236,0.38003,1.8451,0.022854,0.030455,0.013393,0.14775,0.33256,115.27,68.03,3.14,6.91,145.1,71.78,12.4088,-1,2002,2001,2002,NaiveBayes,random_forest
2441,超豐         ,200212,5697,8.55,0.588209385389494,0.5268,0.4543,0.10459,0.16465,0.1702,0.14204,0.57422,213.44,181.14,14.28,3.94,116.21,155.75,71.9298,1,2002,2001,2002,NaiveBayes,random_forest
2495,普安         ,200212,5650,12.37,0.806759544661106,0.88993,1.2939,0.17864,0.19682,0.29128,0.28604,0.10176,832.18,624.69,2.04,8.8,-18.05,-15.55,147.696,1,2002,2001,2002,NaiveBayes,random_forest
2412,中華電       ,200312,475632,27.71,0.489594338723354,0.75381,1.4922,0.10525,0.13676,0.32561,0.27073,0.29943,43.46,27.81,76.14,12.05,5.26,12.2,37.4594,1,2003,2002,2003,SVM,random_forest
2357,華碩         ,200312,171130,174.29,0.361022049194661,5.3365,1.9969,0.094409,0.15525,0.054652,0.0581,0.64444,194.36,119.18,6.97,6.92,18.44,15.38,28.2173,1,2003,2002,2003,SVM,random_forest
2311,日月光       ,200312,124951,19.54,0.0192574774141414,1.5496,1.2205,0.023991,0.049688,0.057065,0.047857,1.0711,113.72,89.28,11.88,5.23,577.29,267.72,-27.1238,-1,2003,2002,2003,SVM,random_forest
9904,寶成         ,200312,67852,17.09,0.348007659716113,0.95422,0.28646,0.047147,0.10129,0.093323,0.059634,1.1484,200.85,137.3,10.02,12.74,5386.69,198.57,-10.3569,-1,2003,2002,2003,SVM,random_forest
1402,遠東新       ,200312,59964,10.16,0.399019969034556,0.58492,0.42996,0.022221,0.05343,0.094211,0.049321,1.4045,107.45,72.02,7.4,9.79,-4.37,25.38,67.9134,1,2003,2002,2003,SVM,random_forest
3012,廣輝         ,200312,52064,15.27,0.686223462984041,1.2187,1.7694,0.0067134,0.014366,0.0017664,0.02084,1.1399,148.22,128.6,7.59,4.32,-88.97,431.21,14.7348,1,2003,2002,2003,SVM,random_forest
2401,凌陽         ,200312,49371,56.32,0.893632695933602,3.0996,3.9193,0.12073,0.14305,0.17829,0.18085,0.18484,434.14,340.24,5.67,5.57,9.5,-5.14,-18.8033,-1,2003,2002,2003,SVM,random_forest
1216,統一         ,200312,47361,8.95,0.0547917899197324,0.71772,0.48721,0.024342,0.061263,0.0040143,0.047371,1.5167,81.1,51.09,8.71,9.83,-45.46,167.22,24.1341,1,2003,2002,2003,SVM,random_forest
2615,萬海         ,200312,46406,15.68,0.303661379717016,1.0784,0.62099,0.10607,0.20206,0.11838,0.11633,0.90498,137.05,129.38,0.0,19.68,49.72,29.24,21.0459,1,2003,2002,2003,SVM,random_forest
5387,茂德         ,200312,45463,9.3,0.0461915563315478,0.8716,1.3901,0.0049138,0.0082427,0.033734,0.013156,0.67745,147.38,106.75,6.17,3.26,154.4,116.14,20.8602,1,2003,2002,2003,SVM,random_forest
2912,統一超       ,200312,44641,32.5,0.195476763633798,2.0211,0.30979,0.11528,0.25575,0.037808,0.040878,1.2185,66.7,40.57,26.75,149.94,22.41,43.8,9.5385,1,2003,2002,2003,SVM,random_forest
2379,瑞昱         ,200312,37856,60.38,0.285946856420363,2.1869,4.196,0.1368,0.1568,0.26575,0.30095,0.14626,887.04,830.43,6.56,5.9,-18.65,-10.1,-28.42,-1,2003,2002,2003,SVM,random_forest
5347,世界         ,200312,35744,16.09,0.715678067126622,3.1062,4.1362,0.0078113,0.012257,-0.15196,0.016323,0.56917,254.77,190.64,6.36,7.35,60.68,105.48,-9.8198,-1,2003,2002,2003,SVM,random_forest
2377,微星         ,200312,33519,27.37,0.749018467641946,0.93064,0.27946,0.072081,0.15127,0.045747,0.045424,1.0986,155.95,99.94,6.88,7.55,-21.77,-10.71,-46.5108,-1,2003,2002,2003,SVM,random_forest
2207,和泰         ,200312,21082,26.89,0.728386824594357,1.1351,0.2242,0.05432,0.16034,0.032149,0.032835,1.9518,103.57,87.89,28.42,5.3,36.97,55.06,77.1662,1,2003,2002,2003,SVM,random_forest
1718,中纖         ,200312,16512,10.82,0.206776457935105,0.91231,0.85466,0.097535,0.19391,0.13404,0.18158,0.98808,104.05,67.49,10.23,6.64,336.28,430.88,7.3937,1,2003,2002,2003,SVM,random_forest
2315,神達         ,200312,15264,9.06,0.756749210065512,0.54251,0.20009,0.023586,0.059056,0.012045,0.022851,1.5038,101.79,63.25,5.71,5.6,1653.62,28.62,24.7241,1,2003,2002,2003,SVM,random_forest
3222,奇景         ,200312,12310,68.53,0.284950218024821,3.3976,1.8015,0.16908,0.23524,0.13584,0.12475,0.39132,320.85,240.04,6.03,6.32,227.14,251.06,9.4411,1,2003,2002,2003,SVM,random_forest
1717,長興         ,200312,11965,9.13,0.673225986452258,0.56289,0.2949,0.037689,0.082695,0.053612,0.043978,1.1941,138.0,90.17,5.31,3.94,-20.63,-17.05,11.391,1,2003,2002,2003,SVM,random_forest
2915,潤泰全       ,200312,11781,13.44,0.664279904418051,1.3176,1.0143,0.039019,0.10123,0.010734,0.077944,1.5945,48.86,13.93,3.58,22.71,573.81,335.25,0.0,1,2003,2002,2003,SVM,random_forest
6176,瑞儀         ,200312,11612,26.48,0.407318423056813,1.1419,0.54587,0.10275,0.20375,0.12346,0.097408,0.98294,186.38,138.25,6.94,3.5,-2.38,-1.86,40.4456,1,2003,2002,2003,SVM,random_forest
1904,正隆         ,200312,11463,8.42,0.716669740639142,0.57435,0.43718,0.052097,0.086563,0.069427,0.065894,0.66157,199.25,99.93,3.38,6.6,6.71,36.42,17.1021,1,2003,2002,2003,SVM,random_forest
1313,聯成         ,200312,11163,10.06,0.283384381628936,0.74684,0.76677,0.028553,0.043813,0.035648,0.046765,0.53444,272.41,171.16,5.8,7.21,-36.47,-20.54,-8.2505,-1,2003,2002,2003,SVM,random_forest
3007,綠點         ,200312,10578,44.14,0.574737160856408,1.6246,0.7702,0.14916,0.29908,0.19435,0.14177,1.0051,312.74,258.7,7.8,5.19,125.88,111.46,57.9293,1,2003,2002,2003,SVM,random_forest
1304,台聚         ,200312,10336,7.99,0.720855670816932,0.64074,0.95006,0.010768,0.018944,0.062771,0.030872,0.75921,207.7,142.2,7.6,10.1,132.74,1859.12,3.1289,1,2003,2002,2003,SVM,random_forest
2614,東森         ,200312,10031,8.38,0.674776467128286,0.69428,0.40739,0.054097,0.13332,0.082591,0.083329,1.4644,107.02,63.73,4.28,7.96,356.58,145.38,5.1313,1,2003,2002,2003,SVM,random_forest
2319,大眾         ,200312,9737,10.56,0.34271322112328,1.9519,0.19476,-0.079981,-0.32082,-0.021771,-0.037452,3.0112,127.7,89.12,17.22,8.03,-11.15,-32.85,-100.0,-1,2003,2002,2003,SVM,random_forest
2605,新興         ,200312,9529,9.86,0.561920154265977,0.52419,1.2529,0.078136,0.16603,0.37049,0.41149,1.1249,182.67,171.61,0.0,26.95,79.65,119.09,80.6288,1,2003,2002,2003,SVM,random_forest
1314,中石化       ,200312,9041,5.05,0.134338341728708,0.5778,0.47108,0.0058101,0.018893,0.0032197,0.015409,2.2518,128.67,79.83,11.05,7.6,20.94,115.72,37.4257,1,2003,2002,2003,SVM,random_forest
1527,鑽全         ,200312,8816,32.77,0.324219920294049,1.6883,1.6979,0.20175,0.28003,0.37475,0.28159,0.38799,190.04,158.16,5.54,6.36,19.34,19.39,21.9713,1,2003,2002,2003,SVM,random_forest
2404,漢唐         ,200312,8611,22.15,0.146514856442232,1.2607,0.51536,0.10365,0.20173,0.096834,0.082474,0.94621,208.36,102.15,4.91,6.11,-9.26,38.78,-22.6185,-1,2003,2002,2003,SVM,random_forest
1723,中碳         ,200312,8267,21.56,0.996850214574949,1.3268,1.3467,0.14505,0.28219,0.27709,0.28647,0.94546,157.24,153.11,17.32,15.69,51.44,52.0,26.9017,1,2003,2002,2003,SVM,random_forest
3022,威達電       ,200312,8121,29.82,0.430001798393396,1.8826,1.4119,0.20235,0.24519,0.21725,0.1839,0.2117,345.06,205.16,4.1,8.95,50.53,53.43,-42.4212,-1,2003,2002,2003,SVM,random_forest
2534,宏盛         ,200312,7897,8.61,0.436184955731448,0.58215,5.6275,-0.0099338,-0.022912,-0.32577,-0.22136,1.3065,231.15,7.83,0.06,31.22,29.53,65.39,20.3252,1,2003,2002,2003,SVM,random_forest
2485,兆赫         ,200312,7595,20.95,0.258582251418772,1.3176,1.1085,0.10735,0.1397,0.14771,0.11757,0.30133,257.32,208.08,7.14,5.35,83.61,137.21,-34.5107,-1,2003,2002,2003,SVM,random_forest
2515,中工         ,200312,7535,4.42,0.593361860386109,0.37713,0.541,0.0022488,0.0055702,0.009616,0.0080049,1.477,140.65,25.57,0.56,3.08,-13.33,18.24,26.0181,1,2003,2002,2003,SVM,random_forest
20042330,台積電       ,200412,1174224,33.05,0.503840081846848,1.9226,2.9829,0.18483,0.23134,0.344,0.35891,0.25164,288.57,244.21,10.21,9.54,72.48,95.38,35.9455,1,2004,2003,2004,NaiveBayes,f_classif
2412,中華電       ,200412,602982,38.09,0.612809588835559,1.0231,2.0132,0.10674,0.13884,0.32676,0.27313,0.30067,67.5,53.19,69.94,13.26,2.26,2.81,-1.7327,-1,2004,2003,2004,NaiveBayes,f_classif
6505,台塑化       ,200412,481417,36.75,0.819422242231876,1.7181,0.88554,0.14207,0.28064,0.15991,0.14466,0.97536,211.6,113.5,8.79,11.25,156.7,165.42,13.6871,-1,2004,2003,2004,NaiveBayes,f_classif
2317,鴻海         ,200412,474960,56.38,0.531889169492926,1.5144,0.3363,0.098092,0.24077,0.062044,0.054944,1.4546,135.76,95.99,9.34,5.88,27.07,20.7,51.011,1,2004,2003,2004,NaiveBayes,f_classif
2303,聯電         ,200412,364735,18.13,0.202075096548432,1.1563,2.3824,0.084621,0.11575,0.16879,0.24648,0.36787,363.23,323.87,10.05,8.12,123.89,128.71,1.1583,-1,2004,2003,2004,NaiveBayes,f_classif
2002,中鋼         ,200412,354023,17.55,0.453893465680522,0.9365,0.90046,0.19914,0.27893,0.32898,0.26902,0.40067,233.22,154.38,4.7,63.28,41.08,39.6,-16.0684,-1,2004,2003,2004,NaiveBayes,f_classif
1303,南亞         ,200412,339353,28.92,0.427910919820171,1.1319,0.92249,0.12915,0.24241,0.12041,0.19868,0.877,182.07,107.89,6.18,6.78,100.2,153.14,6.9848,-1,2004,2003,2004,NaiveBayes,f_classif
1326,台化         ,200412,295009,33.66,0.966052749611999,1.186,1.122,0.18844,0.29815,0.18734,0.28201,0.58219,198.56,117.57,5.99,13.56,102.68,133.15,4.1295,-1,2004,2003,2004,NaiveBayes,f_classif
1301,台塑         ,200412,277692,30.65,0.620055054133474,1.154,1.1318,0.16414,0.2686,0.16016,0.26342,0.63637,196.31,127.53,7.74,18.23,147.03,118.89,7.6672,-1,2004,2003,2004,NaiveBayes,f_classif
2409,友達         ,200412,227574,31.54,0.695389951918004,1.1947,0.92792,0.12121,0.21417,0.17017,0.16634,0.76689,111.47,74.82,9.94,8.93,76.1,78.56,20.7356,1,2004,2003,2004,NaiveBayes,f_classif
2357,華碩         ,200412,215721,223.47,0.720164612017979,6.8675,2.2817,0.095949,0.18135,0.058757,0.060386,0.89011,193.73,123.22,5.68,6.93,34.99,30.8,35.7677,1,2004,2003,2004,NaiveBayes,f_classif
2382,廣達         ,200412,177113,34.53,0.346895190287614,1.6173,0.3191,0.06896,0.18385,0.032898,0.036281,1.6661,124.44,101.35,12.92,6.94,-16.4,-9.64,-10.5705,-1,2004,2003,2004,NaiveBayes,f_classif
3045,台灣大       ,200412,173537,28.67,0.51699042052531,1.7178,2.5215,0.13282,0.20177,0.34808,0.30199,0.5191,174.46,165.22,976.5,8.52,16.33,23.62,-12.5916,-1,2004,2003,2004,NaiveBayes,f_classif
2454,聯發科       ,200412,166176,121.41,0.556694632012102,2.1735,2.2856,0.29959,0.3347,0.36833,0.35324,0.11721,874.59,778.91,7.7,11.1,-0.04,-12.77,106.6963,1,2004,2003,2004,NaiveBayes,f_classif
3009,D 奇美電     ,200412,163428,29.52,0.156495219114045,1.1696,0.97555,0.083871,0.17692,0.1557,0.1458,1.1094,117.44,70.53,6.49,6.38,120.51,143.57,31.8767,1,2004,2003,2004,NaiveBayes,f_classif
4904,遠傳         ,200412,147928,29.63,0.562056045561775,1.6334,1.7378,0.12918,0.20144,0.28036,0.21434,0.5594,81.51,63.19,40.69,13.05,120.59,70.73,3.915,-1,2004,2003,2004,NaiveBayes,f_classif
2353,宏碁         ,200412,109901,33.22,0.694803289108456,1.125,0.3033,0.056336,0.1127,0.016917,0.031161,1.0004,141.96,116.96,17.52,7.28,106.81,-4.2,75.1957,1,2004,2003,2004,NaiveBayes,f_classif
2324,仁寶         ,200412,105822,20.22,0.426455535710237,1.1541,0.28812,0.05119,0.10854,0.046309,0.028605,1.1204,149.93,120.98,13.85,5.5,-8.6,-38.96,1.088,-1,2004,2003,2004,NaiveBayes,f_classif
2475,華映         ,200412,98732,12.03,0.836270420676314,0.8636,0.69901,0.050388,0.10728,0.098523,0.088144,1.1291,108.62,90.22,10.37,5.54,170.71,829.0,-20.6151,-1,2004,2003,2004,NaiveBayes,f_classif
2311,日月光       ,200412,98415,14.24,0.731387066161933,1.0912,0.68527,0.031427,0.070494,0.092411,0.051518,1.2431,142.42,94.48,9.26,6.15,130.89,82.19,38.9747,1,2004,2003,2004,NaiveBayes,f_classif
1402,遠東新       ,200412,96891,17.06,0.360031042085772,0.92516,0.53363,0.040861,0.08529,0.16136,0.076138,1.0873,77.07,46.89,8.23,11.8,148.82,107.38,-2.755,-1,2004,2003,2004,NaiveBayes,f_classif
2408,南科         ,200412,92907,56.81,0.454212371853399,3.5752,4.9921,0.073998,0.12409,0.20441,0.17333,0.67687,108.38,51.18,4.27,7.44,20835.1,586.08,-17.1097,-1,2004,2003,2004,NaiveBayes,f_classif
2308,台達電       ,200412,88814,33.58,0.386389898592172,1.6075,0.94299,0.10267,0.18559,0.094666,0.11796,0.80756,200.38,173.84,10.04,4.7,24.66,30.08,33.7105,1,2004,2003,2004,NaiveBayes,f_classif
2301,光寶科       ,200412,85161,27.86,0.775554642250536,1.439,0.32016,0.057593,0.13973,0.045878,0.035223,1.4262,154.75,112.69,8.88,6.03,42.61,4.94,44.4724,1,2004,2003,2004,NaiveBayes,f_classif
2352,佳世達       ,200412,84498,50.09,0.734271105685939,2.3594,0.66257,0.076487,0.14763,0.019583,0.043603,0.93013,136.46,82.01,8.5,8.06,-33.84,1.6,-3.2342,-1,2004,2003,2004,NaiveBayes,f_classif
2603,長榮         ,200412,77872,21.12,0.430277845074156,0.98005,0.39264,0.089103,0.21691,0.094179,0.092611,1.4343,133.1,124.7,0.0,7.44,145.05,166.46,-11.9318,-1,2004,2003,2004,NaiveBayes,f_classif
3012,廣輝         ,200412,72922,17.52,0.693752574133913,1.1267,1.1743,0.043318,0.095057,0.097902,0.099073,1.1944,261.86,233.69,10.53,5.45,11595.25,903.11,-31.5068,-1,2004,2003,2004,NaiveBayes,f_classif
2609,陽明         ,200412,69423,19.77,0.94521348716846,1.0087,0.49912,0.1088,0.22349,0.13836,0.11061,1.0541,235.52,214.97,0.0,35.48,55.18,47.35,-21.6995,-1,2004,2003,2004,NaiveBayes,f_classif
9904,寶成         ,200412,59041,15.32,0.784232598231741,0.97704,0.23657,0.030772,0.070004,0.078179,0.033846,1.2749,157.08,108.98,6.91,8.54,-1.27,-17.01,-12.4021,-1,2004,2003,2004,NaiveBayes,f_classif
2610,華航         ,200412,56176,21.31,0.705571858131069,1.255,0.68698,0.019248,0.079443,0.058447,0.043491,3.1273,69.54,48.53,0.0,13.45,99.48,135.06,-1.7363,-1,2004,2003,2004,NaiveBayes,f_classif
1216,統一         ,200412,56031,11.11,0.109334239524346,0.90768,0.54918,0.021111,0.054255,0.0046489,0.03825,1.57,72.01,47.41,9.06,10.72,27.53,0.34,-3.6004,-1,2004,2003,2004,NaiveBayes,f_classif
1101,台泥         ,200412,55296,14.32,0.389930657156485,0.747,0.77531,0.02955,0.071713,0.18037,0.085616,1.4268,139.54,102.71,16.37,7.43,10.94,136.2,22.2067,1,2004,2003,2004,NaiveBayes,f_classif
2325,矽品         ,200412,55152,14.97,0.590904730405336,0.92751,0.88111,0.072626,0.12785,0.12291,0.12147,0.76044,253.45,212.2,14.91,6.28,71.88,50.85,95.1904,1,2004,2003,2004,NaiveBayes,f_classif
2344,華邦電       ,200412,55146,12.45,0.459380047966325,0.84636,1.6127,0.051312,0.056476,0.097847,0.10766,0.10065,454.09,324.84,4.44,9.66,228.62,379.8,-19.5984,-1,2004,2003,2004,NaiveBayes,f_classif
2204,中華         ,200412,53972,32.05,0.0503399867389541,1.0522,0.59884,0.074672,0.11996,0.061731,0.075462,0.6065,169.75,92.43,5.27,10.44,-33.6,-35.66,-10.5772,-1,2004,2003,2004,NaiveBayes,f_classif
1605,華新         ,200412,53266,13.06,0.8341890610569,0.68628,0.59607,0.098849,0.13216,0.07999,0.11803,0.33696,282.88,191.09,7.09,14.22,167.79,2817.64,-24.5023,-1,2004,2003,2004,NaiveBayes,f_classif
2615,萬海         ,200412,52984,18.98,0.015644692696527,1.1658,0.64956,0.11572,0.26088,0.14868,0.14533,1.2544,211.94,202.25,0.0,19.1,53.93,53.1,-26.3435,-1,2004,2003,2004,NaiveBayes,f_classif
6116,彩晶         ,200412,52887,10.5,0.863710865055866,0.90206,1.3654,0.021697,0.042638,0.067751,0.064516,0.96521,100.64,83.49,11.08,6.08,175.21,193.46,-24.0952,-1,2004,2003,2004,NaiveBayes,f_classif
2371,大同         ,200412,52686,12.55,0.0780690530324343,1.0287,0.4743,0.042144,0.087475,-0.00072397,0.042238,1.0756,99.62,69.88,8.67,5.57,87.45,3237.9,-26.6932,-1,2004,2003,2004,NaiveBayes,f_classif
2201,裕隆         ,200412,51356,29.93,0.669042590081555,0.93913,0.76274,0.060965,0.10888,0.1063,0.10479,0.78601,149.45,128.94,8.13,2.64,45.91,-8.75,2.9402,-1,2004,2003,2004,NaiveBayes,f_classif
2618,長榮航       ,200412,51034,24.06,0.500211324281102,1.8255,0.95212,0.027551,0.075228,0.057048,0.039234,1.7305,75.83,44.82,0.0,11.91,89.09,132.27,3.616,-1,2004,2003,2004,NaiveBayes,f_classif
1102,亞泥         ,200412,48627,12.55,0.217993798750154,0.60424,1.0424,0.07492,0.13669,0.1118,0.24631,0.82453,107.68,75.29,9.38,6.03,37.19,97.16,-0.55777,-1,2004,2003,2004,NaiveBayes,f_classif
2912,統一超       ,200412,46673,35.6,0.571615725404089,2.2675,0.34195,0.089842,0.20328,0.035537,0.031985,1.2626,53.9,26.78,24.43,130.19,-0.57,-16.95,41.6292,1,2004,2003,2004,NaiveBayes,f_classif
3034,聯詠         ,200412,44242,54.88,0.12218915092342,2.481,1.2498,0.26911,0.40477,0.21138,0.2039,0.50411,263.81,232.86,11.3,5.63,73.47,67.89,107.6348,1,2004,2003,2004,NaiveBayes,f_classif
8008,建興電       ,200412,43005,40.71,0.671166232988653,1.7141,0.5274,0.11384,0.27191,0.093573,0.083649,1.3886,157.34,120.58,6.08,4.22,3.41,-5.33,-23.0165,-1,2004,2003,2004,NaiveBayes,f_classif
2105,正新         ,200412,42482,17.97,0.599585548122814,1.0124,0.59622,0.047947,0.11156,0.084677,0.072299,1.3268,132.79,79.39,4.68,9.11,-17.47,-19.89,-20.0334,-1,2004,2003,2004,NaiveBayes,f_classif
1802,台玻         ,200412,41601,18.71,0.0559761573877905,0.88841,1.2921,0.096713,0.12873,0.22549,0.19026,0.33106,290.97,226.52,5.52,7.4,118.99,111.94,-1.0689,-1,2004,2003,2004,NaiveBayes,f_classif
2347,聯強         ,200412,38833,22.58,0.15250063700247,0.94083,0.13635,0.053574,0.12292,0.020542,0.01808,1.2944,160.17,101.22,11.41,8.6,5.47,2.17,-2.0372,-1,2004,2003,2004,NaiveBayes,f_classif
2606,裕民         ,200412,37538,24.8,0.0196210667655841,1.1402,1.3878,0.31491,0.43988,0.56443,0.53541,0.39682,284.41,251.12,0.0,43.88,202.85,197.59,-12.7823,-1,2004,2003,2004,NaiveBayes,f_classif
2337,旺宏         ,200412,36254,9.34,0.435175545696952,1.3576,2.0304,0.0041518,0.0063385,-0.017935,0.0094853,0.52666,263.58,165.6,4.31,8.6,94.56,102.66,-26.9807,-1,2004,2003,2004,NaiveBayes,f_classif
2207,和泰         ,200412,35501,47.64,0.832221475282818,1.6996,0.2942,0.079128,0.21235,0.039404,0.038465,1.6836,122.3,109.68,39.15,6.58,65.48,57.97,30.5835,1,2004,2003,2004,NaiveBayes,f_classif
2354,鴻準         ,200412,34948,34.2,0.617390171454084,1.7387,0.40464,0.079748,0.20702,0.052385,0.048183,1.5959,133.53,96.87,11.34,5.01,41.93,17.46,163.7719,1,2004,2003,2004,NaiveBayes,f_classif
3019,亞光         ,200412,34919,117.34,0.520129415310742,2.3076,0.8527,0.12482,0.24122,0.083097,0.089763,0.93247,160.5,136.15,20.44,5.73,18.33,22.95,45.3554,1,2004,2003,2004,NaiveBayes,f_classif
2356,英業達       ,200412,34619,8.5,0.863868222933611,0.64737,0.13217,0.041288,0.086405,0.0088566,0.01764,1.0928,131.51,91.98,14.07,7.54,-21.01,-42.94,47.8824,1,2004,2003,2004,NaiveBayes,f_classif
1722,台肥         ,200412,34006,28.84,0.0976979181614431,0.87183,2.9489,0.039248,0.063895,0.038919,0.2162,0.628,488.46,412.66,6.21,8.74,-38.64,123.32,14.8405,1,2004,2003,2004,NaiveBayes,f_classif
3195,統寶         ,200412,32886,22.73,0.908052203186769,2.4573,4.2407,-0.063068,-0.12415,-0.23131,-0.21438,0.96851,101.36,66.0,5.78,7.16,-1.36,-23.46,-9.3709,-1,2004,2003,2004,NaiveBayes,f_classif
2501,國建         ,200412,32467,17.56,0.108016694136759,1.5651,15.6786,0.0031371,0.0032688,-0.14427,0.032795,0.041975,2753.95,1032.34,0.16,7.91,49.06,-78.41,-26.0251,-1,2004,2003,2004,NaiveBayes,f_classif
1520,D 復盛       ,200412,31166,33.17,0.516996758096945,1.7939,1.147,0.13331,0.23366,0.16883,0.15029,0.75283,145.87,90.79,3.72,6.38,-20.74,-17.89,3.4368,-1,2004,2003,2004,NaiveBayes,f_classif
2227,裕日車       ,200412,30600,82.96,0.143156022083576,2.087,0.50242,0.18349,0.26446,0.062559,0.063664,0.44133,243.05,240.83,3539.26,59.59,43.24,-28.28,27.3867,1,2004,2003,2004,NaiveBayes,f_classif
3051,力特         ,200412,29593,121.62,0.559370572403004,3.85,2.6116,0.11344,0.26341,0.17731,0.1787,1.3219,207.82,75.04,2.14,8.69,73.84,117.5,-13.904,-1,2004,2003,2004,NaiveBayes,f_classif
2395,研華         ,200412,28820,46.17,0.00457962394732347,2.2391,1.2911,0.20043,0.26733,0.19923,0.16141,0.33378,331.47,245.12,4.88,8.2,27.32,99.48,34.0048,1,2004,2003,2004,NaiveBayes,f_classif
3139,D 台固       ,200412,27558,3.64,0.848709226458282,0.32852,1.957,0.03851,0.050531,0.18827,0.3026,0.31217,243.17,229.46,6.49,9.23,121.16,71.58,12.0879,-1,2004,2003,2004,NaiveBayes,f_classif
2418,雅新         ,200412,26471,24.38,0.916821270253738,1.5003,0.89239,0.10949,0.2235,0.1725,0.13292,1.0413,241.22,144.76,5.05,4.35,24.1,13.89,23.913,1,2004,2003,2004,NaiveBayes,f_classif
1434,福懋         ,200412,26393,10.74,0.986968274783658,0.78451,0.61231,0.048679,0.093728,0.040217,0.074008,0.92541,128.71,70.98,4.19,9.13,-2.27,30.98,9.6834,-1,2004,2003,2004,NaiveBayes,f_classif
2023,燁輝         ,200412,25958,15.64,0.505133101798823,0.8328,0.45386,0.072919,0.15234,0.13327,0.083444,1.0892,135.26,88.45,10.37,9.08,29.82,27.67,-45.844,-1,2004,2003,2004,NaiveBayes,f_classif
2014,中鴻         ,200412,25950,17.26,0.271421624417515,1.5101,0.45101,0.053208,0.1189,0.08938,0.035503,1.2347,123.62,14.73,6.51,48.77,37.04,-1.59,-58.8644,-1,2004,2003,2004,NaiveBayes,f_classif
2379,瑞昱         ,200412,25690,43.22,0.507848830829537,1.786,3.2375,0.085897,0.099991,0.18651,0.18121,0.16408,460.84,407.32,5.37,5.85,-29.57,-39.57,21.7492,1,2004,2003,2004,NaiveBayes,f_classif
2349,錸德         ,200412,25502,11.6,0.585609125701878,0.47697,1.014,-0.072943,-0.12371,-0.036709,-0.28192,0.69591,126.64,83.39,3.71,3.66,-124.17,-858.0,-7.1552,-1,2004,2003,2004,NaiveBayes,f_classif
2384,勝華         ,200412,25421,22.4,0.762887095910741,0.91879,0.498,0.1076,0.22491,0.14007,0.12217,1.0903,148.56,83.09,3.6,5.87,350.17,472.09,89.4196,1,2004,2003,2004,NaiveBayes,f_classif
1907,永豐餘       ,200412,24877,12.35,0.0829626491105439,0.95,0.60127,0.058206,0.121,0.053196,0.076742,1.0788,137.53,105.34,7.83,4.69,93.27,0.51,-26.1538,-1,2004,2003,2004,NaiveBayes,f_classif
6239,力成         ,200412,24674,31.03,0.661596193082714,1.3871,1.3616,0.19165,0.3492,0.33436,0.34265,0.82206,73.51,59.68,16.73,6.57,137.99,153.05,78.7625,1,2004,2003,2004,NaiveBayes,f_classif
2376,技嘉         ,200412,23981,26.7,0.516979014706213,0.90785,0.42021,0.059659,0.088862,0.058001,0.041132,0.48951,208.71,130.18,6.31,8.54,-35.22,-53.84,-7.9775,-1,2004,2003,2004,NaiveBayes,f_classif
1710,東聯         ,200412,23811,19.36,0.171048017525447,1.1819,1.1139,0.21452,0.24832,0.29379,0.2341,0.15756,210.26,157.68,10.68,18.16,62.24,52.13,-24.2252,-1,2004,2003,2004,NaiveBayes,f_classif
