指標,前10支股票策略,所有選中股票策略
total_return,16552.98273125783,462.1671925973863
annual_return,59.20394350159634,16.995616607776263
volatility,57.80125509879668,38.45958788436652
sharpe_ratio,1.2089863142970256,0.6253644581256812
max_drawdown,30.04169,48.93005903508772
win_rate,81.81818181818183,81.81818181818183
profit_factor,23.002407501122033,4.172773316345632
total_trades,11.0,11.0
winning_trades,9.0,9.0
losing_trades,2.0,2.0
