證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,PE_ratio,PB_ratio,PS_ratio,ROE,ROA,OPM,NPM,DE_ratio,CR,QR,ITR,RTR,OIG,NIG,profitability_score,liquidity_score,efficiency_score,growth_score,valuation_score,predicted_return,訓練年份,測試年份,使用C參數,使用gamma參數,使用epsilon參數
2315,神達         ,199912,36914,21.23,0.667832727013717,1.2393,0.12503,0.042734,0.11083,0.02003,0.013407,1.5935,134.25,70.89,10.55,15.5,-2.23,3.61,-59.2558,-1,1999,5.880884797538838,1.2393,0.12503,0.042734,0.11083,0.02003,0.013407,1.5935,134.25,70.89,10.55,15.5,-2.23,3.61,0.04675025,102.57,13.025,0.69,0.682165,16.832616113971206,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
1304,台聚         ,199912,16883,12.72,0.546593114590323,0.93461,1.7716,0.043448,0.078203,0.073304,0.15808,0.79991,111.18,76.14,8.22,13.21,41.69,76.64,-68.6321,-1,1999,0.16597077027699936,0.93461,1.7716,0.043448,0.078203,0.073304,0.15808,0.79991,111.18,76.14,8.22,13.21,41.69,76.64,0.08825875,93.66,10.715,59.165,1.353105,15.331721421569876,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
2314,台揚         ,199912,16730,34.93,0.644442781431337,2.712,2.9304,0.13477,0.21856,0.056965,0.23612,0.62173,189.9,119.91,2.2,5.28,982.82,542.78,-16.2325,1,1999,0.0643538817488598,2.712,2.9304,0.13477,0.21856,0.056965,0.23612,0.62173,189.9,119.91,2.2,5.28,982.82,542.78,0.16160375,154.905,3.74,762.8,2.8212,14.946663717306366,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
5375,慧智         ,199912,18627,54.69,0.765500016621438,3.0536,3.0434,0.053503,0.075668,0.070455,0.075412,0.41427,378.85,314.49,6.09,5.43,-19.89,-0.3,-80.8009,-1,1999,-182.3006076686922,3.0536,3.0434,0.053503,0.075668,0.070455,0.075412,0.41427,378.85,314.49,6.09,5.43,-19.89,-0.3,0.0687595,346.67,5.76,-10.095,3.0484999999999998,14.648336878236403,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
2411,飛瑞         ,199912,20974,26.42,0.784739294760742,1.5983,1.4986,0.17096,0.20652,0.22269,0.1937,0.20799,439.81,393.72,7.81,6.03,32.74,26.41,-29.9773,1,1999,1.0003786065740778,1.5983,1.4986,0.17096,0.20652,0.22269,0.1937,0.20799,439.81,393.72,7.81,6.03,32.74,26.41,0.19846750000000002,416.765,6.92,29.575000000000003,1.5484499999999999,13.923549754031455,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
2310,旭麗         ,199912,20772,37.37,0.471357153710612,2.0059,0.6959,0.068251,0.16658,0.024451,0.057792,1.4407,166.05,126.49,8.49,9.06,-56.53,9.99,-64.0888,-1,1999,3.7407403662922554,2.0059,0.6959,0.068251,0.16658,0.024451,0.057792,1.4407,166.05,126.49,8.49,9.06,-56.53,9.99,0.0792685,146.27,8.775,-23.27,1.3509,13.715133504421892,1998,1999,428.0341319952025,6.011506572137833,0.013536925162006778
9921,巨大         ,200012,10114,18.46,0.573709764841198,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,-12.0802,-1,2000,0.32437180944698984,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,0.09841700000000002,100.67,4.2,44.894999999999996,0.6672899999999999,19.426486268842034,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2403,友尚         ,200012,4663,12.45,0.093370516755093,0.39776,0.076413,0.05684,0.14409,0.054424,0.029652,1.5351,150.09,67.06,7.58,7.87,108.71,68.99,28.4337,-1,2000,0.18046093375183456,0.39776,0.076413,0.05684,0.14409,0.054424,0.029652,1.5351,150.09,67.06,7.58,7.87,108.71,68.99,0.0712515,108.575,7.725,88.85,0.2370865,0.8537866608881686,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2603,長榮         ,200012,44275,11.91,0.660944557947342,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,-40.3023,-1,2000,0.300529894006311,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,0.035858,66.805,2.8,29.775000000000002,0.544215,-8.463473808084686,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1434,福懋         ,200012,23627,8.11,0.362411462273053,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,-33.2922,-1,2000,0.21540504075949427,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,0.1050325,115.25999999999999,4.6899999999999995,36.730000000000004,0.581845,-15.297045831584818,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1704,榮化         ,200012,5576,5.61,0.335848974676925,0.39872,0.25581,0.033401,0.059723,0.04542,0.040025,0.78804,146.43,98.35,9.52,16.23,12.17,-17.76,-25.3119,-1,2000,-0.3158783961643241,0.39872,0.25581,0.033401,0.059723,0.04542,0.040025,0.78804,146.43,98.35,9.52,16.23,12.17,-17.76,0.04464225,122.39,12.875,-2.795000000000001,0.32726500000000003,-19.088052583569063,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2427,三商電       ,200012,3433,14.9,0.741254049502218,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,41.6107,1,2000,0.23862908009882963,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,0.0952485,216.83999999999997,3.21,44.43,0.63986,-21.323312301993887,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1101,台泥         ,200012,36294,9.14,0.581446487875398,0.5434,0.7623,0.0078317,0.022944,0.045857,0.038111,1.9296,89.77,50.91,13.42,6.71,-24.54,-48.95,-42.4508,-1,2000,-0.18672114783904284,0.5434,0.7623,0.0078317,0.022944,0.045857,0.038111,1.9296,89.77,50.91,13.42,6.71,-24.54,-48.95,0.028685925,70.34,10.065,-36.745000000000005,0.6528499999999999,-23.60427562144178,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2105,正新         ,200012,16720,6.47,0.189072174472614,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,18.7017,-1,2000,0.3645070217179142,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,0.09339175000000001,123.32,5.85,7.53,0.37217,-23.618892213175155,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2908,特力         ,200012,3922,7.2,0.667916121573624,0.47244,0.13358,0.0713,0.13574,0.033283,0.039694,0.90384,163.61,123.72,26.87,17.63,34.61,6.59,63.6111,1,2000,1.092564325862773,0.47244,0.13358,0.0713,0.13574,0.033283,0.039694,0.90384,163.61,123.72,26.87,17.63,34.61,6.59,0.07000425,143.66500000000002,22.25,20.6,0.30301,-24.757517479951275,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2015,豐興         ,200012,5221,4.6,0.468468199903997,0.38079,0.25205,0.031114,0.051015,0.063656,0.033771,0.63965,105.0,29.07,4.84,15.24,6.17,-12.1,-19.5652,-1,2000,-0.38016532067481984,0.38079,0.25205,0.031114,0.051015,0.063656,0.033771,0.63965,105.0,29.07,4.84,15.24,6.17,-12.1,0.044889,67.035,10.04,-2.965,0.31642000000000003,-27.813431045632292,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2336,D 致伸       ,200012,4399,8.66,0.0463512648981808,0.54329,0.24136,0.058586,0.12581,0.062369,0.056137,1.1475,193.49,159.95,7.53,3.56,-12.25,420.05,13.2794,-1,2000,0.020616593213625536,0.54329,0.24136,0.058586,0.12581,0.062369,0.056137,1.1475,193.49,159.95,7.53,3.56,-12.25,420.05,0.0757255,176.72,5.545,203.9,0.39232500000000003,-28.175725381559577,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2484,希華         ,200012,3403,29.7,0.1048132419735,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,-33.67,-1,2000,0.562074175585273,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,0.09188875,220.92,4.655,101.58,1.2034,-28.36623237304945,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2301,光寶科       ,200012,12862,8.71,0.535801055751113,0.44439,0.11366,0.086482,0.23381,0.067372,0.069752,1.7036,164.14,107.24,5.51,7.87,143.32,372.05,147.9908,1,2000,0.023410831814511944,0.44439,0.11366,0.086482,0.23381,0.067372,0.069752,1.7036,164.14,107.24,5.51,7.87,143.32,372.05,0.114354,135.69,6.6899999999999995,257.685,0.279025,-28.718537297898436,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2324,仁寶         ,200012,69431,13.38,0.574661219130188,0.65685,0.27074,0.11902,0.19234,0.068505,0.07928,0.61595,173.84,117.87,10.23,9.08,5.84,10.69,26.4574,-1,2000,1.251636926881485,0.65685,0.27074,0.11902,0.19234,0.068505,0.07928,0.61595,173.84,117.87,10.23,9.08,5.84,10.69,0.11478625,145.85500000000002,9.655000000000001,8.265,0.463795,-28.82031544479947,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2312,金寶         ,200012,12778,6.62,0.445183165296042,0.43754,0.18379,0.038918,0.072829,0.048384,0.033561,0.87134,142.17,94.04,6.9,6.82,65.82,-67.37,84.29,1,2000,-0.09826332341195373,0.43754,0.18379,0.038918,0.072829,0.048384,0.033561,0.87134,142.17,94.04,6.9,6.82,65.82,-67.37,0.04842300000000001,118.10499999999999,6.86,-0.7750000000000057,0.31066499999999997,-28.91377041249625,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1503,士電         ,200012,9712,13.69,0.728661681678271,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,-10.2995,-1,2000,0.4780027766060483,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,0.054909,121.585,3.85,19.545,0.722225,-29.592882219153566,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2010,春源         ,200012,4208,3.56,0.905134744223571,0.22894,0.14674,0.02646,0.047054,0.036372,0.030168,0.77831,166.8,82.0,3.98,4.35,20.18,-17.44,-8.7079,-1,2000,-0.20412845207158556,0.22894,0.14674,0.02646,0.047054,0.036372,0.030168,0.77831,166.8,82.0,3.98,4.35,20.18,-17.44,0.0350135,124.4,4.165,1.3699999999999992,0.18784,-29.83684112306299,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2615,萬海         ,200012,25790,7.75,0.629883385064421,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0.0,33.11,-13.59,-20.86,-33.9355,-1,2000,-0.3715244665160339,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0.0,33.11,-13.59,-20.86,0.0831865,117.53,16.555,-17.225,0.47374499999999997,-31.31848190695472,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2903,遠百         ,200012,9316,5.96,0.860440563038232,0.34194,0.16927,0.048511,0.10506,0.0062196,0.058829,1.1657,62.93,37.05,14.76,34.52,384.68,44.68,-27.349,-1,2000,0.13339301402432827,0.34194,0.16927,0.048511,0.10506,0.0062196,0.058829,1.1657,62.93,37.05,14.76,34.52,384.68,44.68,0.0546549,49.989999999999995,24.64,214.68,0.255605,-31.52219273567372,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2504,國產         ,200012,3596,2.39,0.0615906670539647,0.2115,0.25838,0.00020403,0.00038817,0.019964,0.00047424,0.90253,129.66,52.66,1.57,3.5,-30.46,100.95,-7.113,-1,2000,0.023675086442049666,0.2115,0.25838,0.00020403,0.00038817,0.019964,0.00047424,0.90253,129.66,52.66,1.57,3.5,-30.46,100.95,0.00525761,91.16,2.535,35.245000000000005,0.23493999999999998,-33.506266362901435,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2371,大同         ,200012,50800,11.8,0.246734525985975,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,-10.5932,-1,2000,-3.6875011523441104,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,0.032973749999999996,85.17500000000001,7.25,4.77,0.568135,-34.09677237484338,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2475,華映         ,200012,71668,13.57,0.49809429119639,0.99341,0.67782,0.085768,0.15871,0.14091,0.109,0.85042,131.91,95.37,8.79,5.28,23.53,19.35,94.1783,1,2000,0.7012919534216044,0.99341,0.67782,0.085768,0.15871,0.14091,0.109,0.85042,131.91,95.37,8.79,5.28,23.53,19.35,0.12359699999999998,113.64,7.035,21.44,0.835615,-34.15026104270366,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2489,瑞軒         ,200012,3941,5.67,0.0484473392532221,0.23305,0.095086,0.0873,0.12361,0.035728,0.050436,0.41589,240.29,203.55,19.23,5.19,55.03,101.53,225.7496,1,2000,0.0558455623377764,0.23305,0.095086,0.0873,0.12361,0.035728,0.050436,0.41589,240.29,203.55,19.23,5.19,55.03,101.53,0.0742685,221.92000000000002,12.21,78.28,0.164068,-34.587523856943406,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2023,燁輝         ,200012,4478,2.4,0.297346815887922,0.18005,0.07335,0.035424,0.068859,0.052507,0.028047,0.94386,99.82,57.54,10.96,12.46,-13.17,-21.86,-30.4167,-1,2000,-0.1097895750132468,0.18005,0.07335,0.035424,0.068859,0.052507,0.028047,0.94386,99.82,57.54,10.96,12.46,-13.17,-21.86,0.04620924999999999,78.67999999999999,11.71,-17.515,0.12669999999999998,-34.7800705541014,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2308,台達電       ,200012,98785,32.72,0.527680069338442,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,-25.3667,-1,2000,0.7376014261135837,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,0.12672475,172.45,5.825,35.945,0.93053,-35.322202906352004,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2609,陽明         ,200012,24754,7.25,0.614713419117141,0.51565,0.24719,0.023578,0.04795,0.018921,0.022987,1.0336,136.13,116.4,0.0,33.09,-44.98,-28.31,-40.4138,-1,2000,-0.2560932623134321,0.51565,0.24719,0.023578,0.04795,0.018921,0.022987,1.0336,136.13,116.4,0.0,33.09,-44.98,-28.31,0.028359000000000002,126.265,16.545,-36.644999999999996,0.38142000000000004,-36.39988371948102,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2418,雅新         ,200012,4788,5.61,0.0537543922087138,0.26045,0.1865,0.069962,0.14926,0.13297,0.10689,1.1335,128.4,65.95,3.43,3.73,81.98,43.21,177.3619,1,2000,0.1298310546208967,0.26045,0.1865,0.069962,0.14926,0.13297,0.10689,1.1335,128.4,65.95,3.43,3.73,81.98,43.21,0.1147705,97.17500000000001,3.58,62.595,0.223475,-36.95809455366097,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1527,鑽全         ,200012,5380,17.57,0.905153559004464,1.1469,1.0452,0.24643,0.28374,0.29813,0.25863,0.15137,452.32,394.95,8.96,6.31,0.59,14.19,8.2527,-1,2000,1.2381958253561787,1.1469,1.0452,0.24643,0.28374,0.29813,0.25863,0.15137,452.32,394.95,8.96,6.31,0.59,14.19,0.27173250000000004,423.635,7.635,7.39,1.09605,-36.972066051278304,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2345,智邦         ,200012,9270,15.19,0.934405118961213,0.60809,0.31,0.043838,0.095886,0.025129,0.048879,1.1873,135.95,86.39,4.67,5.08,3.42,71.22,257.5379,1,2000,0.2132827827396408,0.60809,0.31,0.043838,0.095886,0.025129,0.048879,1.1873,135.95,86.39,4.67,5.08,3.42,71.22,0.05343300000000001,111.16999999999999,4.875,37.32,0.45904500000000004,-37.06338512961283,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
1314,中石化       ,200012,5916,3.77,0.414522538893108,0.30675,0.27498,0.0016656,0.0049876,0.035197,0.004507,1.9944,61.8,32.91,10.35,12.77,228.47,123.42,-27.321,-1,2000,0.030546102491118922,0.30675,0.27498,0.0016656,0.0049876,0.035197,0.004507,1.9944,61.8,32.91,10.35,12.77,228.47,123.42,0.011589299999999999,47.355,11.559999999999999,175.945,0.29086500000000004,-37.39967329612253,1999,2000,916.5433560568429,4.470856229489703,0.0970791403817256
2430,燦坤         ,200112,10932,21.5,0.622497259279895,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,-7.1628,1,2001,0.6429425645053062,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,0.060935500000000004,88.16,8.87,33.81,0.6168049999999999,108.25118902836199,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
3010,華立         ,200112,8474,26.34,0.422645653220462,1.2676,0.29063,0.095641,0.20313,0.071975,0.052064,1.1239,173.36,130.23,8.3,4.57,6.36,7.91,-20.1215,-1,2001,3.3299616523436595,1.2676,0.29063,0.095641,0.20313,0.071975,0.052064,1.1239,173.36,130.23,8.3,4.57,6.36,7.91,0.1057025,151.79500000000002,6.4350000000000005,7.135,0.779115,74.29351964147628,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2312,金寶         ,200112,23010,12.2,0.487603775433924,0.84254,0.35872,0.058777,0.11279,0.060141,0.048033,0.91892,149.21,96.38,6.09,5.32,29.67,56.89,-15.6557,-1,2001,0.21444893277467159,0.84254,0.35872,0.058777,0.11279,0.060141,0.048033,0.91892,149.21,96.38,6.09,5.32,29.67,56.89,0.06993525,122.795,5.705,43.28,0.60063,71.3438000125286,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2365,昆盈         ,200112,5861,10.79,0.398880752383199,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,8.2484,1,2001,1.6056545229680768,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,0.08277975,206.915,7.109999999999999,4.1049999999999995,0.44236,67.78547498079531,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
9921,巨大         ,200112,8756,16.23,0.335311330705246,0.93815,0.29238,0.050557,0.12014,0.055656,0.037446,1.3762,154.96,82.32,3.63,4.09,-10.6,-31.81,50.647,1,2001,-0.5102169289599789,0.93815,0.29238,0.050557,0.12014,0.055656,0.037446,1.3762,154.96,82.32,3.63,4.09,-10.6,-31.81,0.06594974999999999,118.64,3.86,-21.205,0.615265,62.36255507703045,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2489,瑞軒         ,200112,12676,18.47,0.892922405285977,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,-16.405,-1,2001,0.28397908542467576,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,0.09244575,226.99,9.594999999999999,54.050000000000004,0.5729650000000001,57.265477139265485,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2418,雅新         ,200112,13836,15.56,0.142027248431928,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,-5.8483,1,2001,0.3001543151976405,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,0.130544,86.495,3.3899999999999997,46.175,0.700615,54.492631557162504,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2457,飛宏         ,200112,12743,25.26,0.251041846015736,1.3253,0.67885,0.091375,0.16736,0.088719,0.085719,0.83152,203.97,151.55,4.65,4.87,-4.38,-10.75,-46.4371,-1,2001,-2.3497676604435034,1.3253,0.67885,0.091375,0.16736,0.088719,0.085719,0.83152,203.97,151.55,4.65,4.87,-4.38,-10.75,0.10829325,177.76,4.76,-7.5649999999999995,1.002075,49.53750237418301,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
8008,建興電       ,200112,34486,28.8,0.784427890743913,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,20.0347,1,2001,0.35242290317642067,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,0.17029275,157.385,6.455,66.13,0.749715,48.75539036262218,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2204,中華         ,200112,28182,15.03,0.69475219461794,0.61447,0.31924,0.054172,0.098284,0.052016,0.054277,0.81427,157.69,114.13,4.6,12.81,-23.5,-8.02,191.9494,1,2001,-1.8740650715791858,0.61447,0.31924,0.054172,0.098284,0.052016,0.054277,0.81427,157.69,114.13,4.6,12.81,-23.5,-8.02,0.06468725,135.91,8.705,-15.76,0.466855,47.90380350609058,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
9904,寶成         ,200112,39075,9.73,0.405315419880591,0.54116,0.61975,0.061539,0.12048,0.05357,0.14517,0.95771,158.51,115.39,8.63,6.83,21.9,42.57,23.6382,1,2001,0.22856471156766006,0.54116,0.61975,0.061539,0.12048,0.05357,0.14517,0.95771,158.51,115.39,8.63,6.83,21.9,42.57,0.09518975,136.95,7.73,32.235,0.5804549999999999,47.40536582949896,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2427,三商電       ,200112,4874,21.1,0.060018819779476,1.1152,0.79743,0.05032,0.076555,0.061241,0.05474,0.52135,215.36,96.29,3.26,3.88,-0.41,-25.9,-49.9526,-1,2001,-0.8146718461263263,1.1152,0.79743,0.05032,0.076555,0.061241,0.05474,0.52135,215.36,96.29,3.26,3.88,-0.41,-25.9,0.06071399999999999,155.82500000000002,3.57,-13.155,0.956315,44.418047104169815,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
5434,崇越         ,200112,8081,45.88,0.429355788576205,1.3226,0.7551,0.10747,0.16402,0.12338,0.093649,0.52619,228.84,115.42,6.27,4.77,7.42,-1.41,-27.2886,-1,2001,-32.53903016952494,1.3226,0.7551,0.10747,0.16402,0.12338,0.093649,0.52619,228.84,115.42,6.27,4.77,7.42,-1.41,0.12212975,172.13,5.52,3.005,1.03885,43.2176602154269,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2407,欣煜         ,200112,9717,26.47,0.684096066962009,1.4042,0.41179,0.055298,0.10748,0.032456,0.03308,0.94366,180.54,128.26,12.81,5.71,-3.91,14.38,-76.3884,-1,2001,1.8407509151077248,1.4042,0.41179,0.055298,0.10748,0.032456,0.03308,0.94366,180.54,128.26,12.81,5.71,-3.91,14.38,0.057078500000000004,154.39999999999998,9.26,5.235,0.9079949999999999,41.98048091281953,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
3037,欣興         ,200112,21525,18.57,0.272938794123691,1.0722,0.87843,0.056746,0.10855,0.10627,0.088971,0.91298,159.89,140.47,16.05,4.21,-4.69,-1.94,-36.0797,-1,2001,-9.572169882561795,1.0722,0.87843,0.056746,0.10855,0.10627,0.088971,0.91298,159.89,140.47,16.05,4.21,-4.69,-1.94,0.09013425,150.18,10.13,-3.3150000000000004,0.975315,39.46036155377351,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2451,創見         ,200112,10989,23.09,0.166203562902151,1.4735,0.74292,0.12884,0.1855,0.11063,0.093528,0.43975,241.01,161.26,6.25,10.92,-33.38,-26.99,16.414,1,2001,-0.8555020694887763,1.4735,0.74292,0.12884,0.1855,0.11063,0.093528,0.43975,241.01,161.26,6.25,10.92,-33.38,-26.99,0.1296245,201.135,8.585,-30.185000000000002,1.1082100000000001,39.19871312795337,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
3044,健鼎         ,200112,5210,12.0,0.71521251478584,0.69244,0.42523,0.095707,0.16254,0.10581,0.099778,0.69834,178.61,142.05,9.36,4.28,31.7,40.45,-25.0833,-1,2001,0.2966625390194675,0.69244,0.42523,0.095707,0.16254,0.10581,0.099778,0.69834,178.61,142.05,9.36,4.28,31.7,40.45,0.11595875,160.33,6.82,36.075,0.558835,38.352916421311164,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
9915,億豐         ,200112,6536,12.71,0.894389375354243,0.86404,0.34222,0.16864,0.23346,0.11262,0.093545,0.38433,251.63,200.77,19.18,9.65,22.61,36.35,96.6168,1,2001,0.3496561114262418,0.86404,0.34222,0.16864,0.23346,0.11262,0.093545,0.38433,251.63,200.77,19.18,9.65,22.61,36.35,0.15206625000000001,226.2,14.415,29.48,0.60313,36.10064159609727,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2310,旭麗         ,200112,20504,37.7,0.609857169290216,2.215,1.0484,0.078114,0.16452,0.087869,0.077841,1.1062,122.25,96.43,7.19,7.3,41.15,24.33,-100.0,-1,2001,1.5495272688233759,2.215,1.0484,0.078114,0.16452,0.087869,0.077841,1.1062,122.25,96.43,7.19,7.3,41.15,24.33,0.102086,109.34,7.245,32.739999999999995,1.6317,34.70337331780244,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2350,環電         ,200112,17694,16.53,0.0923523387192016,1.3277,0.33266,-0.0087368,-0.019031,0.016264,-0.0047677,1.1783,142.44,102.49,7.25,4.9,-65.21,-112.19,-61.6455,-1,2001,-0.1473393363699023,1.3277,0.33266,-0.0087368,-0.019031,0.016264,-0.0047677,1.1783,142.44,102.49,7.25,4.9,-65.21,-112.19,-0.0040678749999999994,122.465,6.075,-88.69999999999999,0.83018,34.39556462278181,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
1716,永信         ,200112,7177,17.37,0.743688341487326,0.91229,1.3341,0.061149,0.080816,0.17373,0.12176,0.32163,215.55,129.27,1.41,3.28,48.25,69.43,-11.399,-1,2001,0.25018003384444715,0.91229,1.3341,0.061149,0.080816,0.17373,0.12176,0.32163,215.55,129.27,1.41,3.28,48.25,69.43,0.10936375,172.41000000000003,2.3449999999999998,58.84,1.123195,34.23151378531631,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
2421,建準         ,200112,5442,19.21,0.921097255892198,1.2919,1.0816,0.056575,0.078736,0.064784,0.065948,0.3917,248.12,151.47,2.83,4.01,-22.22,3.48,-42.1655,-1,2001,5.520113356289266,1.2919,1.0816,0.056575,0.078736,0.064784,0.065948,0.3917,248.12,151.47,2.83,4.01,-22.22,3.48,0.06651075000000001,199.79500000000002,3.42,-9.37,1.18675,33.98601315652484,2000,2001,760.2289783999004,6.114089445511384,0.07393451225660581
