指標,前10支股票策略,前30支股票策略
total_return,-4.220235579101005,0.3956933126369113
annual_return,-0.39122136977248756,0.035907582111671665
volatility,26.98611785443456,31.678396408267123
sharpe_ratio,0.141276378490784,0.1729564524035127
max_drawdown,53.185146161675,48.91567166666666
win_rate,72.72727272727273,72.72727272727273
profit_factor,1.4179739568033058,1.5866324008978019
total_trades,11.0,11.0
winning_trades,8.0,8.0
losing_trades,3.0,3.0
