證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,PE_ratio,PB_ratio,PS_ratio,ROE,ROA,OPM,NPM,DE_ratio,CR,QR,ITR,RTR,OIG,NIG,profitability_score,liquidity_score,efficiency_score,growth_score,valuation_score,predicted_return,訓練年份,測試年份,使用C參數,使用gamma參數,使用epsilon參數,排名
2386,國電         ,199912,25953,74.22,0.424349039815375,3.2088,1.0092,0.14508,0.26607,0.079648,0.083694,0.83401,184.67,137.25,10.94,5.72,90.64,97.32,-13.9989,1,1999,0.7626387097961498,3.2088,1.0092,0.14508,0.26607,0.079648,0.083694,0.83401,184.67,137.25,10.94,5.72,90.64,97.32,0.143623,160.95999999999998,8.33,93.97999999999999,2.109,24.771898162412835,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,23
2353,宏碁         ,199912,32789,51.35,0.780519652731358,2.2731,0.3083,0.055726,0.13408,0.028485,0.021119,1.4061,137.93,97.38,12.96,6.56,155.01,117.53,-71.8014,-1,1999,0.4369097214591192,2.2731,0.3083,0.055726,0.13408,0.028485,0.021119,1.4061,137.93,97.38,12.96,6.56,155.01,117.53,0.0598525,117.655,9.76,136.26999999999998,1.2907,24.58239458077676,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,24
2614,東森         ,199912,10776,9.52,0.448372912066495,1.0095,2.125,0.017714,0.048159,0.017976,0.11764,1.7186,96.02,84.68,2.34,12.58,-78.36,-40.41,-69.3277,-1,1999,-0.23558525700532681,1.0095,2.125,0.017714,0.048159,0.017976,0.11764,1.7186,96.02,84.68,2.34,12.58,-78.36,-40.41,0.05037225,90.35,7.46,-59.385,1.56725,24.55755628355729,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,25
1319,東陽         ,199912,7282,11.77,0.391182995461163,0.93561,0.69935,0.0091183,0.017703,0.021205,0.013802,0.94145,89.24,59.85,8.65,3.88,-48.96,-88.36,-23.2795,1,1999,-0.13320507167502343,0.93561,0.69935,0.0091183,0.017703,0.021205,0.013802,0.94145,89.24,59.85,8.65,3.88,-48.96,-88.36,0.015457075,74.545,6.265000000000001,-68.66,0.81748,23.901713739533328,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,26
2394,普立爾       ,199912,15172,27.45,0.635786710514084,1.6006,0.56331,0.1415,0.23299,0.10456,0.084064,0.64653,167.67,112.42,9.1,15.77,0.81,4.49,-43.5337,1,1999,6.113584384502364,1.6006,0.56331,0.1415,0.23299,0.10456,0.084064,0.64653,167.67,112.42,9.1,15.77,0.81,4.49,0.1407785,140.045,12.434999999999999,2.6500000000000004,1.081955,23.16828184692983,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,27
9908,大台北       ,199912,5815,6.76,0.495005824990221,0.53693,1.3203,0.043065,0.067525,0.027654,0.16609,0.56798,248.58,215.06,10.46,8.06,309.17,-14.95,10.9467,1,1999,-0.45217394328922694,0.53693,1.3203,0.043065,0.067525,0.027654,0.16609,0.56798,248.58,215.06,10.46,8.06,309.17,-14.95,0.0760835,231.82,9.260000000000002,147.11,0.928615,22.791774832101655,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,28
1704,榮化         ,199912,7453,7.38,0.197053798095456,0.52415,0.50136,0.04457,0.07631,0.063871,0.076477,0.71212,176.95,131.42,7.5,12.85,12.54,22.78,-23.9837,1,1999,0.3239683791058657,0.52415,0.50136,0.04457,0.07631,0.063871,0.076477,0.71212,176.95,131.42,7.5,12.85,12.54,22.78,0.065307,154.185,10.175,17.66,0.5127550000000001,22.493606120847524,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,29
1444,力麗         ,199912,6582,7.87,0.884281023126955,0.58819,0.99494,0.027271,0.03967,0.066443,0.067113,0.45465,148.21,66.43,5.68,10.23,186.16,365.59,-70.1398,-1,1999,0.021526846955532575,0.58819,0.99494,0.027271,0.03967,0.066443,0.067113,0.45465,148.21,66.43,5.68,10.23,186.16,365.59,0.05012425,107.32000000000001,7.955,275.875,0.7915650000000001,22.355240213488717,1998,1999,741.1446089423836,5.468287597407738,0.050342626090411735,30
2207,和泰         ,200012,11196,11.74,0.205975515532243,0.57465,0.10796,0.050897,0.11136,0.016745,0.020919,1.188,125.21,110.41,42.57,7.2,7.02,43.05,-21.891,-1,2000,0.2727061492983473,0.57465,0.10796,0.050897,0.11136,0.016745,0.020919,1.188,125.21,110.41,42.57,7.2,7.02,43.05,0.04998025,117.81,24.885,25.034999999999997,0.34130499999999997,-7.146834877232067,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,1
2603,長榮         ,200012,44275,11.91,0.660944557947342,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,-40.3023,-1,2000,0.300529894006311,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,0.035858,66.805,2.8,29.775000000000002,0.544215,-8.576246497824059,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,2
2308,台達電       ,200012,98785,32.72,0.527680069338442,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,-25.3667,-1,2000,0.7376014261135837,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,0.12672475,172.45,5.825,35.945,0.93053,-10.604364013344686,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,3
2403,友尚         ,200012,4663,12.45,0.093370516755093,0.39776,0.076413,0.05684,0.14409,0.054424,0.029652,1.5351,150.09,67.06,7.58,7.87,108.71,68.99,28.4337,-1,2000,0.18046093375183456,0.39776,0.076413,0.05684,0.14409,0.054424,0.029652,1.5351,150.09,67.06,7.58,7.87,108.71,68.99,0.0712515,108.575,7.725,88.85,0.2370865,-10.69070907538628,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,4
2484,希華         ,200012,3403,29.7,0.1048132419735,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,-33.67,-1,2000,0.562074175585273,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,0.09188875,220.92,4.655,101.58,1.2034,-13.79502287682557,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,5
1216,統一         ,200012,69479,11.34,0.900852488532005,0.88732,0.67945,0.034372,0.085717,0.019287,0.065635,1.4938,67.79,41.64,7.11,11.09,7.81,-18.9,-35.5379,-1,2000,-0.6000000317460334,0.88732,0.67945,0.034372,0.085717,0.019287,0.065635,1.4938,67.79,41.64,7.11,11.09,7.81,-18.9,0.05125275,54.715,9.1,-5.545,0.783385,-16.36429226072721,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,6
1102,亞泥         ,200012,37290,8.39,0.769029085335896,0.5003,1.396,0.0030816,0.0051214,0.065025,0.014345,0.66191,92.63,72.23,6.46,2.3,-46.82,-95.09,-38.7366,-1,2000,-0.08823220200054897,0.5003,1.396,0.0030816,0.0051214,0.065025,0.014345,0.66191,92.63,72.23,6.46,2.3,-46.82,-95.09,0.02189325,82.43,4.38,-70.955,0.9481499999999999,-17.97509995805149,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,7
1907,永豐餘       ,200012,10948,4.95,0.105709426581721,0.39505,0.27546,0.01781,0.038766,0.051175,0.027105,1.1766,125.38,83.41,5.44,3.3,17.72,-44.28,-11.5152,-1,2000,-0.11178862041076378,0.39505,0.27546,0.01781,0.038766,0.051175,0.027105,1.1766,125.38,83.41,5.44,3.3,17.72,-44.28,0.033714,104.395,4.37,-13.280000000000001,0.33525499999999997,-19.633412712817567,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,8
2312,金寶         ,200012,12778,6.62,0.445183165296042,0.43754,0.18379,0.038918,0.072829,0.048384,0.033561,0.87134,142.17,94.04,6.9,6.82,65.82,-67.37,84.29,1,2000,-0.09826332341195373,0.43754,0.18379,0.038918,0.072829,0.048384,0.033561,0.87134,142.17,94.04,6.9,6.82,65.82,-67.37,0.04842300000000001,118.10499999999999,6.86,-0.7750000000000057,0.31066499999999997,-22.604775905974105,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,9
2416,世平         ,200012,7287,19.5,0.301306064586392,0.66667,0.1062,0.045381,0.15172,0.050775,0.024166,2.3432,164.94,71.71,5.35,6.63,82.93,73.74,45.8974,1,2000,0.26444263270351737,0.66667,0.1062,0.045381,0.15172,0.050775,0.024166,2.3432,164.94,71.71,5.35,6.63,82.93,73.74,0.0680105,118.32499999999999,5.99,78.33500000000001,0.386435,-22.737492751427258,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,10
2015,豐興         ,200012,5221,4.6,0.468468199903997,0.38079,0.25205,0.031114,0.051015,0.063656,0.033771,0.63965,105.0,29.07,4.84,15.24,6.17,-12.1,-19.5652,-1,2000,-0.38016532067481984,0.38079,0.25205,0.031114,0.051015,0.063656,0.033771,0.63965,105.0,29.07,4.84,15.24,6.17,-12.1,0.044889,67.035,10.04,-2.965,0.31642000000000003,-23.732789728833477,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,11
2106,建大         ,200012,3326,4.9,0.798960278812879,0.36136,0.25521,0.016105,0.035071,0.039763,0.024775,1.1776,120.11,67.75,4.45,5.16,-57.15,-62.47,-5.102,-1,2000,-0.07843765132763969,0.36136,0.25521,0.016105,0.035071,0.039763,0.024775,1.1776,120.11,67.75,4.45,5.16,-57.15,-62.47,0.028928499999999996,93.93,4.805,-59.81,0.30828500000000003,-23.902114827350005,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,12
2610,華航         ,200012,46897,18.27,0.0834828136026227,0.9682,0.53767,0.021087,0.06885,0.062124,0.038241,2.2651,64.95,28.4,0.0,13.85,375.68,6.75,-33.1144,-1,2000,2.7066662656790714,0.9682,0.53767,0.021087,0.06885,0.062124,0.038241,2.2651,64.95,28.4,0.0,13.85,375.68,6.75,0.0475755,46.675,6.925,191.215,0.7529349999999999,-24.689171762205238,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,13
1714,和桐         ,200012,6092,7.84,0.999491620097705,0.59985,0.33954,0.034359,0.059099,0.040708,0.041522,0.72003,187.37,163.76,18.42,8.96,-32.03,-35.68,66.0714,1,2000,-0.21973094786241443,0.59985,0.33954,0.034359,0.059099,0.040708,0.041522,0.72003,187.37,163.76,18.42,8.96,-32.03,-35.68,0.043922,175.565,13.690000000000001,-33.855000000000004,0.469695,-25.755575730006413,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,14
2310,旭麗         ,200012,7382,13.42,0.939141706069548,0.83614,0.29605,0.067688,0.16324,0.057467,0.057795,1.4117,140.58,106.42,7.63,8.92,143.31,3.53,180.924,1,2000,3.8016986397454278,0.83614,0.29605,0.067688,0.16324,0.057467,0.057795,1.4117,140.58,106.42,7.63,8.92,143.31,3.53,0.0865475,123.5,8.275,73.42,0.566095,-25.794824716328165,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,15
9921,巨大         ,200012,10114,18.46,0.573709764841198,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,-12.0802,-1,2000,0.32437180944698984,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,0.09841700000000002,100.67,4.2,44.894999999999996,0.6672899999999999,-26.02338083591379,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,16
2371,大同         ,200012,50800,11.8,0.246734525985975,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,-10.5932,-1,2000,-3.6875011523441104,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,0.032973749999999996,85.17500000000001,7.25,4.77,0.568135,-28.636572141136895,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,17
2105,正新         ,200012,16720,6.47,0.189072174472614,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,18.7017,-1,2000,0.3645070217179142,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,0.09339175000000001,123.32,5.85,7.53,0.37217,-28.92470425673792,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,18
1101,台泥         ,200012,36294,9.14,0.581446487875398,0.5434,0.7623,0.0078317,0.022944,0.045857,0.038111,1.9296,89.77,50.91,13.42,6.71,-24.54,-48.95,-42.4508,-1,2000,-0.18672114783904284,0.5434,0.7623,0.0078317,0.022944,0.045857,0.038111,1.9296,89.77,50.91,13.42,6.71,-24.54,-48.95,0.028685925,70.34,10.065,-36.745000000000005,0.6528499999999999,-28.995011281595016,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,19
1434,福懋         ,200012,23627,8.11,0.362411462273053,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,-33.2922,-1,2000,0.21540504075949427,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,0.1050325,115.25999999999999,4.6899999999999995,36.730000000000004,0.581845,-30.196919707064215,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,20
5351,鈺創         ,200012,6297,17.89,0.8984861378343,0.92503,0.87998,0.051704,0.098525,0.080372,0.093746,0.90555,259.31,139.72,1.83,5.26,22.67,97.92,72.8899,1,2000,0.18270016153288235,0.92503,0.87998,0.051704,0.098525,0.080372,0.093746,0.90555,259.31,139.72,1.83,5.26,22.67,97.92,0.08108675,199.515,3.545,60.295,0.902505,-30.64387686799619,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,21
2430,燦坤         ,200012,4240,8.34,0.0898916507760917,0.38629,0.085398,0.036773,0.083178,0.054571,0.027234,1.2619,108.51,52.89,5.89,12.2,-2.02,20.86,157.7938,1,2000,0.3998082262795673,0.38629,0.085398,0.036773,0.083178,0.054571,0.027234,1.2619,108.51,52.89,5.89,12.2,-2.02,20.86,0.050439000000000005,80.7,9.045,9.42,0.235844,-32.09501258782213,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,22
2006,東鋼         ,200012,7578,5.24,0.0308895487449515,0.33698,0.22528,0.019524,0.048158,0.077792,0.032454,1.4666,97.93,36.08,3.82,8.15,291.02,239.57,-17.9389,-1,2000,0.02187252150990307,0.33698,0.22528,0.019524,0.048158,0.077792,0.032454,1.4666,97.93,36.08,3.82,8.15,291.02,239.57,0.044481999999999994,67.005,5.985,265.29499999999996,0.28113,-33.07587559684563,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,23
9933,中鼎         ,200012,6592,6.21,0.347879194327261,0.4361,0.2502,0.07491,0.14352,0.058203,0.082365,0.91595,130.8,70.75,3.77,8.42,-14.56,-5.8,-10.1449,-1,2000,-1.0706898397741103,0.4361,0.2502,0.07491,0.14352,0.058203,0.082365,0.91595,130.8,70.75,3.77,8.42,-14.56,-5.8,0.08974950000000001,100.775,6.095,-10.18,0.34314999999999996,-33.09048907545576,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,24
2023,燁輝         ,200012,4478,2.4,0.297346815887922,0.18005,0.07335,0.035424,0.068859,0.052507,0.028047,0.94386,99.82,57.54,10.96,12.46,-13.17,-21.86,-30.4167,-1,2000,-0.1097895750132468,0.18005,0.07335,0.035424,0.068859,0.052507,0.028047,0.94386,99.82,57.54,10.96,12.46,-13.17,-21.86,0.04620924999999999,78.67999999999999,11.71,-17.515,0.12669999999999998,-36.15037344889408,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,25
2345,智邦         ,200012,9270,15.19,0.934405118961213,0.60809,0.31,0.043838,0.095886,0.025129,0.048879,1.1873,135.95,86.39,4.67,5.08,3.42,71.22,257.5379,1,2000,0.2132827827396408,0.60809,0.31,0.043838,0.095886,0.025129,0.048879,1.1873,135.95,86.39,4.67,5.08,3.42,71.22,0.05343300000000001,111.16999999999999,4.875,37.32,0.45904500000000004,-36.30975321904709,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,26
1234,黑松         ,200012,6930,10.03,0.0252281814930363,0.68417,1.2012,0.030785,0.049647,0.099953,0.087291,0.61268,253.79,206.7,7.44,9.53,34.48,24.06,-10.1695,-1,2000,0.41687446313904974,0.68417,1.2012,0.030785,0.049647,0.099953,0.087291,0.61268,253.79,206.7,7.44,9.53,34.48,24.06,0.066919,230.245,8.485,29.269999999999996,0.942685,-36.38682143947236,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,27
2367,燿華         ,200012,3637,6.72,0.396520792581593,0.37542,0.30435,0.0033902,0.0064713,0.083131,0.0052468,0.90884,78.8,59.54,10.74,5.01,91.48,-88.19,19.0476,-1,2000,-0.07619911641001378,0.37542,0.30435,0.0033902,0.0064713,0.083131,0.0052468,0.90884,78.8,59.54,10.74,5.01,91.48,-88.19,0.024559824999999997,69.17,7.875,1.6450000000000031,0.339885,-36.855290541247356,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,28
2317,鴻海         ,200012,239728,29.94,0.696667200555228,0.98293,0.44468,0.117,0.23346,0.10692,0.10561,0.99543,175.03,113.35,6.37,5.36,42.67,38.88,18.9379,-1,2000,0.7700617085889478,0.98293,0.44468,0.117,0.23346,0.10692,0.10561,0.99543,175.03,113.35,6.37,5.36,42.67,38.88,0.1407475,144.19,5.865,40.775000000000006,0.713805,-36.91548881631445,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,29
1503,士電         ,200012,9712,13.69,0.728661681678271,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,-10.2995,-1,2000,0.4780027766060483,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,0.054909,121.585,3.85,19.545,0.722225,-37.43569985488489,1999,2000,800.4724309991321,7.176681354138299,0.028978287340658646,30
2430,燦坤         ,200112,10932,21.5,0.622497259279895,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,-7.1628,1,2001,0.6429425645053062,0.99491,0.2387,0.045634,0.097314,0.066088,0.034706,1.1325,116.48,59.84,5.47,12.27,34.18,33.44,0.060935500000000004,88.16,8.87,33.81,0.6168049999999999,172.99754928740097,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,1
2366,亞旭         ,200112,11136,23.87,0.313428989936591,1.2847,0.57825,0.041075,0.077467,0.040269,0.03486,0.88598,128.6,81.58,4.61,5.28,503.92,69.75,-0.41894,1,2001,0.34222221731581054,1.2847,0.57825,0.041075,0.077467,0.040269,0.03486,0.88598,128.6,81.58,4.61,5.28,503.92,69.75,0.048417749999999996,105.09,4.945,286.83500000000004,0.931475,99.8131606975491,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,2
2418,雅新         ,200112,13836,15.56,0.142027248431928,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,-5.8483,1,2001,0.3001543151976405,0.7823,0.61893,0.081696,0.16304,0.14847,0.12897,0.9957,109.45,63.54,3.34,3.44,40.51,51.84,0.130544,86.495,3.3899999999999997,46.175,0.700615,85.46218399612376,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,3
9910,豐泰         ,200112,9068,10.32,0.350776744885893,0.659,0.21087,0.069255,0.091409,0.078867,0.054453,0.31989,200.54,126.22,7.96,22.81,-5.26,10.7,21.0271,1,2001,0.9644858911695431,0.659,0.21087,0.069255,0.091409,0.078867,0.054453,0.31989,200.54,126.22,7.96,22.81,-5.26,10.7,0.073496,163.38,15.385,2.7199999999999998,0.434935,82.07401070671659,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,4
2489,瑞軒         ,200112,12676,18.47,0.892922405285977,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,-16.405,-1,2001,0.28397908542467576,0.7728,0.37313,0.09158,0.15636,0.046353,0.07549,0.70738,244.41,209.57,15.1,4.09,43.06,65.04,0.09244575,226.99,9.594999999999999,54.050000000000004,0.5729650000000001,77.42433824573146,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,5
2355,敬鵬         ,200112,9318,16.37,0.758112431327419,0.66626,0.75092,0.086726,0.11537,0.15806,0.13002,0.33032,232.01,216.84,13.82,4.13,50.91,44.65,-24.0684,-1,2001,0.3666293310945279,0.66626,0.75092,0.086726,0.11537,0.15806,0.13002,0.33032,232.01,216.84,13.82,4.13,50.91,44.65,0.12254400000000001,224.425,8.975,47.78,0.70859,75.55403829327146,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,6
3044,健鼎         ,200112,5210,12.0,0.71521251478584,0.69244,0.42523,0.095707,0.16254,0.10581,0.099778,0.69834,178.61,142.05,9.36,4.28,31.7,40.45,-25.0833,-1,2001,0.2966625390194675,0.69244,0.42523,0.095707,0.16254,0.10581,0.099778,0.69834,178.61,142.05,9.36,4.28,31.7,40.45,0.11595875,160.33,6.82,36.075,0.558835,72.90317581022467,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,7
9933,中鼎         ,200112,5749,5.58,0.0205357746581846,0.41704,0.24261,0.05485,0.10426,0.058617,0.060644,0.90075,131.28,76.97,4.0,7.15,7.36,-21.71,91.0394,1,2001,-0.25702442455202323,0.41704,0.24261,0.05485,0.10426,0.058617,0.060644,0.90075,131.28,76.97,4.0,7.15,7.36,-21.71,0.06959275000000001,104.125,5.575,-7.175000000000001,0.32982500000000003,62.25450486034601,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,8
5371,中光電       ,200112,15896,21.43,0.722922524692024,1.0249,0.38654,0.067745,0.14014,0.051897,0.052851,1.0687,261.24,195.34,4.94,5.41,27.42,81.29,-46.1036,-1,2001,0.26362405875723877,1.0249,0.38654,0.067745,0.14014,0.051897,0.052851,1.0687,261.24,195.34,4.94,5.41,27.42,81.29,0.07815824999999998,228.29000000000002,5.175000000000001,54.355000000000004,0.7057199999999999,59.2475630856421,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,9
2392,正崴         ,200112,16574,40.27,0.655573174937914,1.2965,0.86864,0.057278,0.10967,0.086809,0.073466,0.91472,178.53,134.82,5.82,4.34,55.52,40.81,-37.0002,-1,2001,0.9867679248525381,1.2965,0.86864,0.057278,0.10967,0.086809,0.073466,0.91472,178.53,134.82,5.82,4.34,55.52,40.81,0.08180575000000001,156.675,5.08,48.165000000000006,1.08257,55.96573740997349,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,10
1714,和桐         ,200112,9659,13.02,0.402388332696162,1.0244,0.50524,0.041505,0.07319,0.040476,0.046452,0.76343,167.74,134.28,17.55,10.48,25.91,36.48,-8.9094,1,2001,0.35690788495318304,1.0244,0.50524,0.041505,0.07319,0.040476,0.046452,0.76343,167.74,134.28,17.55,10.48,25.91,36.48,0.05040575,151.01,14.015,31.195,0.76482,51.41599402445033,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,11
8008,建興電       ,200112,34486,28.8,0.784427890743913,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,20.0347,1,2001,0.35242290317642067,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,0.17029275,157.385,6.455,66.13,0.749715,46.03212466069772,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,12
2365,昆盈         ,200112,5861,10.79,0.398880752383199,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,8.2484,1,2001,1.6056545229680768,0.53977,0.34495,0.076064,0.1078,0.078344,0.068911,0.41721,238.89,174.94,5.43,8.79,1.49,6.72,0.08277975,206.915,7.109999999999999,4.1049999999999995,0.44236,43.42304236611114,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,13
2477,美隆電       ,200112,7133,20.12,0.681560430470316,0.96222,0.63995,0.13891,0.2194,0.17942,0.14697,0.57946,269.14,220.79,7.19,4.61,-10.3,6.64,23.7078,1,2001,3.030120025584334,0.96222,0.63995,0.13891,0.2194,0.17942,0.14697,0.57946,269.14,220.79,7.19,4.61,-10.3,6.64,0.17117500000000002,244.96499999999997,5.9,-1.8300000000000005,0.801085,41.5590505518812,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,14
2362,藍天         ,200112,7633,10.67,0.653690133966475,0.76051,0.47698,0.05303,0.08109,0.052719,0.050898,0.52912,107.7,49.52,7.45,10.78,228.05,181.72,-43.5801,-1,2001,0.058716706698675396,0.76051,0.47698,0.05303,0.08109,0.052719,0.050898,0.52912,107.7,49.52,7.45,10.78,228.05,181.72,0.059434249999999994,78.61,9.115,204.885,0.618745,41.388355906950494,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,15
2377,微星         ,200112,59876,51.61,0.206027859505195,1.5406,0.50121,0.14902,0.29652,0.1006,0.096475,0.98984,142.47,85.88,6.57,7.37,85.05,77.18,-49.4284,-1,2001,0.6686965448471553,1.5406,0.50121,0.14902,0.29652,0.1006,0.096475,0.98984,142.47,85.88,6.57,7.37,85.05,77.18,0.16065375,114.175,6.970000000000001,81.11500000000001,1.020905,41.38794303516964,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,16
2332,友訊         ,200112,25809,27.37,0.109755050723052,1.3152,0.70614,0.054077,0.10293,0.029897,0.055255,0.90331,229.64,154.41,4.12,5.71,26.88,15.42,-42.6745,-1,2001,1.7749674594703335,1.3152,0.70614,0.054077,0.10293,0.029897,0.055255,0.90331,229.64,154.41,4.12,5.71,26.88,15.42,0.06053975,192.02499999999998,4.915,21.15,1.01067,40.808913509162295,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,17
3010,華立         ,200112,8474,26.34,0.422645653220462,1.2676,0.29063,0.095641,0.20313,0.071975,0.052064,1.1239,173.36,130.23,8.3,4.57,6.36,7.91,-20.1215,-1,2001,3.3299616523436595,1.2676,0.29063,0.095641,0.20313,0.071975,0.052064,1.1239,173.36,130.23,8.3,4.57,6.36,7.91,0.1057025,151.79500000000002,6.4350000000000005,7.135,0.779115,39.94841404686313,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,18
2345,智邦         ,200112,33861,54.31,0.291570317906931,2.1099,1.1763,0.079842,0.13218,0.079469,0.073696,0.65558,253.28,175.85,5.38,5.03,306.34,86.87,-50.3775,-1,2001,0.6251870539290083,2.1099,1.1763,0.079842,0.13218,0.079469,0.073696,0.65558,253.28,175.85,5.38,5.03,306.34,86.87,0.09129675,214.565,5.205,196.605,1.6431,38.961321147740094,2000,2001,793.2836473940445,6.7957922634095995,0.1013672907400072,19
